game_date,player_name,diff_rolling_OBA,rank,estimation_type
2024-05-17,jason heyward,-50.3,1,Overestimated
2024-05-17,david fry,-10.92,2,Overestimated
2024-05-17,max kepler,-9.73,3,Overestimated
2024-05-17,kevin pillar,-8.59,4,Overestimated
2024-05-17,luis matos,-8.54,5,Overestimated
2024-05-18,curt casali,-14.67,1,Overestimated
2024-05-18,david fry,-10.65,2,Overestimated
2024-05-18,luis matos,-9.19,3,Overestimated
2024-05-18,isaac paredes,-8.55,4,Overestimated
2024-05-18,kody clemens,-8.17,5,Overestimated
2024-05-19,curt casali,-15.77,1,Overestimated
2024-05-19,jason heyward,-15.38,2,Overestimated
2024-05-19,luis matos,-11.47,3,Overestimated
2024-05-19,isaac paredes,-10.6,4,Overestimated
2024-05-19,max kepler,-10.3,5,Overestimated
2024-05-20,isaac paredes,-9.96,1,Overestimated
2024-05-20,david fry,-9.94,2,Overestimated
2024-05-20,kevin pillar,-9.44,3,Overestimated
2024-05-20,jason heyward,-8.42,4,Overestimated
2024-05-20,connor wong,-8.41,5,Overestimated
2024-05-21,derek hill,-46.14,1,Overestimated
2024-05-21,ji hwan bae,-30.58,2,Overestimated
2024-05-21,ryan mckenna,-16.25,3,Overestimated
2024-05-21,curt casali,-13.07,4,Overestimated
2024-05-21,david fry,-10.77,5,Overestimated
2024-05-22,david peralta,-61.05,1,Overestimated
2024-05-22,david fry,-11.91,2,Overestimated
2024-05-22,max kepler,-10.95,3,Overestimated
2024-05-22,garrett hampson,-9.74,4,Overestimated
2024-05-22,isaac paredes,-8.56,5,Overestimated
2024-05-23,david peralta,-23.38,1,Overestimated
2024-05-23,ryan mckenna,-14.15,2,Overestimated
2024-05-23,daz cameron,-13.46,3,Overestimated
2024-05-23,ji hwan bae,-10.07,4,Overestimated
2024-05-23,curt casali,-9.72,5,Overestimated
2024-05-24,david peralta,-18.83,1,Overestimated
2024-05-24,david fry,-12.15,2,Overestimated
2024-05-24,marco luciano,-11.23,3,Overestimated
2024-05-24,max kepler,-11.16,4,Overestimated
2024-05-24,kody clemens,-10.28,5,Overestimated
2024-05-25,david peralta,-13.75,1,Overestimated
2024-05-25,ryan mckenna,-13.06,2,Overestimated
2024-05-25,marco luciano,-12.27,3,Overestimated
2024-05-25,garrett hampson,-12.2,4,Overestimated
2024-05-25,max kepler,-11.4,5,Overestimated
2024-05-26,david fry,-12.77,1,Overestimated
2024-05-26,garrett hampson,-12.34,2,Overestimated
2024-05-26,ryan mckenna,-11.72,3,Overestimated
2024-05-26,max kepler,-10.63,4,Overestimated
2024-05-26,david peralta,-10.06,5,Overestimated
2024-05-27,sean murphy,-36.31,1,Overestimated
2024-05-27,david fry,-11.03,2,Overestimated
2024-05-27,max kepler,-10.15,3,Overestimated
2024-05-27,josé ramírez,-8.14,4,Overestimated
2024-05-27,alec burleson,-8.02,5,Overestimated
2024-05-28,sean murphy,-12.87,1,Overestimated
2024-05-28,garrett hampson,-12.14,2,Overestimated
2024-05-28,david fry,-11.42,3,Overestimated
2024-05-28,luis rengifo,-10.95,4,Overestimated
2024-05-28,kevin pillar,-10.63,5,Overestimated
2024-05-29,akil baddoo,-26.41,1,Overestimated
2024-05-29,marco luciano,-14.45,2,Overestimated
2024-05-29,miguel vargas,-13.89,3,Overestimated
2024-05-29,josé ramírez,-12.1,4,Overestimated
2024-05-29,luis rengifo,-11.26,5,Overestimated
2024-05-30,kevin pillar,-11.75,1,Overestimated
2024-05-30,luis rengifo,-10.71,2,Overestimated
2024-05-30,akil baddoo,-9.9,3,Overestimated
2024-05-30,mauricio dubón,-9.03,4,Overestimated
2024-05-30,anthony volpe,-8.06,5,Overestimated
2024-05-31,josé ramírez,-12.42,1,Overestimated
2024-05-31,garrett hampson,-12.12,2,Overestimated
2024-05-31,kevin pillar,-11.34,3,Overestimated
2024-05-31,david fry,-11.1,4,Overestimated
2024-05-31,luis rengifo,-8.93,5,Overestimated
2024-06-01,ezequiel tovar,-11.79,1,Overestimated
2024-06-01,josé ramírez,-11.74,2,Overestimated
2024-06-01,garrett hampson,-11.71,3,Overestimated
2024-06-01,david fry,-10.87,4,Overestimated
2024-06-01,kevin pillar,-10.23,5,Overestimated
2024-06-02,ezequiel tovar,-12.41,1,Overestimated
2024-06-02,miguel andújar,-11.41,2,Overestimated
2024-06-02,garrett hampson,-11.35,3,Overestimated
2024-06-02,alex bregman,-10.77,4,Overestimated
2024-06-02,josé ramírez,-10.39,5,Overestimated
2024-06-03,ezequiel tovar,-10.97,1,Overestimated
2024-06-03,alex bregman,-10.36,2,Overestimated
2024-06-03,donovan solano,-9.38,3,Overestimated
2024-06-03,kevin pillar,-9.17,4,Overestimated
2024-06-03,mauricio dubón,-7.84,5,Overestimated
2024-06-04,connor norby,-22.59,1,Overestimated
2024-06-04,david fry,-11.51,2,Overestimated
2024-06-04,garrett hampson,-10.89,3,Overestimated
2024-06-04,miguel andújar,-10.43,4,Overestimated
2024-06-04,jose iglesias,-9.91,5,Overestimated
2024-06-05,jose iglesias,-9.75,1,Overestimated
2024-06-05,kevin pillar,-8.98,2,Overestimated
2024-06-05,ezequiel tovar,-8.89,3,Overestimated
2024-06-05,anthony volpe,-8.43,4,Overestimated
2024-06-05,luke raley,-8.41,5,Overestimated
2024-06-06,garrett hampson,-11.58,1,Overestimated
2024-06-06,david fry,-11.03,2,Overestimated
2024-06-06,connor norby,-10.75,3,Overestimated
2024-06-06,josé ramírez,-10.65,4,Overestimated
2024-06-06,anthony volpe,-8.82,5,Overestimated
2024-06-07,taylor walls,-18.06,1,Overestimated
2024-06-07,garrett hampson,-11.83,2,Overestimated
2024-06-07,david fry,-10.87,3,Overestimated
2024-06-07,josé ramírez,-10.38,4,Overestimated
2024-06-07,alex bregman,-10.11,5,Overestimated
2024-06-08,taylor walls,-19.63,1,Overestimated
2024-06-08,daniel schneemann,-13.07,2,Overestimated
2024-06-08,david fry,-11.09,3,Overestimated
2024-06-08,josé ramírez,-10.12,4,Overestimated
2024-06-08,alex bregman,-8.68,5,Overestimated
2024-06-09,david dahl,-17.15,1,Overestimated
2024-06-09,josé ramírez,-11.76,2,Overestimated
2024-06-09,david fry,-10.94,3,Overestimated
2024-06-09,taylor walls,-10.78,4,Overestimated
2024-06-09,kevin pillar,-8.73,5,Overestimated
2024-06-10,garrett hampson,-10.73,1,Overestimated
2024-06-10,elías díaz,-8.51,2,Overestimated
2024-06-10,daulton varsho,-8.32,3,Overestimated
2024-06-10,luke raley,-8.27,4,Overestimated
2024-06-10,alex bregman,-6.95,5,Overestimated
2024-06-11,josé ramírez,-10.38,1,Overestimated
2024-06-11,garrett hampson,-9.66,2,Overestimated
2024-06-11,david fry,-9.32,3,Overestimated
2024-06-11,steven kwan,-9.26,4,Overestimated
2024-06-11,kevin pillar,-8.92,5,Overestimated
2024-06-12,josé ramírez,-10.24,1,Overestimated
2024-06-12,kevin pillar,-9.43,2,Overestimated
2024-06-12,garrett hampson,-9.32,3,Overestimated
2024-06-12,geraldo perdomo,-9.27,4,Overestimated
2024-06-12,steven kwan,-9.03,5,Overestimated
2024-06-13,drew waters,-11.9,1,Overestimated
2024-06-13,garrett hampson,-9.1,2,Overestimated
2024-06-13,kevin pillar,-8.77,3,Overestimated
2024-06-13,josh smith,-8.48,4,Overestimated
2024-06-13,david hamilton,-8.17,5,Overestimated
2024-06-14,j. p. martínez,-24.03,1,Overestimated
2024-06-14,josé ramírez,-10.22,2,Overestimated
2024-06-14,josh smith,-8.71,3,Overestimated
2024-06-14,daulton varsho,-8.39,4,Overestimated
2024-06-14,steven kwan,-8.29,5,Overestimated
2024-06-15,césar salazar,-26.88,1,Overestimated
2024-06-15,ceddanne rafaela,-9.3,2,Overestimated
2024-06-15,steven kwan,-9.16,3,Overestimated
2024-06-15,garrett hampson,-9.16,4,Overestimated
2024-06-15,josh smith,-8.74,5,Overestimated
2024-06-16,j. p. martínez,-21.27,1,Overestimated
2024-06-16,ceddanne rafaela,-10.26,2,Overestimated
2024-06-16,daulton varsho,-10.23,3,Overestimated
2024-06-16,daniel schneemann,-9.2,4,Overestimated
2024-06-16,kevin newman,-8.8,5,Overestimated
2024-06-17,ceddanne rafaela,-12.09,1,Overestimated
2024-06-17,forrest wall,-11.66,2,Overestimated
2024-06-17,daulton varsho,-11.19,3,Overestimated
2024-06-17,matt olson,-8.95,4,Overestimated
2024-06-17,david hamilton,-8.63,5,Overestimated
2024-06-18,ceddanne rafaela,-13.01,1,Overestimated
2024-06-18,daulton varsho,-11.79,2,Overestimated
2024-06-18,forrest wall,-11.36,3,Overestimated
2024-06-18,josé ramírez,-10.23,4,Overestimated
2024-06-18,daniel schneemann,-10.21,5,Overestimated
2024-06-19,césar salazar,-46.35,1,Overestimated
2024-06-19,daulton varsho,-11.88,2,Overestimated
2024-06-19,carlos correa,-10.41,3,Overestimated
2024-06-19,josh smith,-10.24,4,Overestimated
2024-06-19,josé ramírez,-10.1,5,Overestimated
2024-06-20,steven kwan,-11.5,1,Overestimated
2024-06-20,carlos correa,-9.97,2,Overestimated
2024-06-20,kevin newman,-9.7,3,Overestimated
2024-06-20,alex bregman,-9.66,4,Overestimated
2024-06-20,josé ramírez,-8.87,5,Overestimated
2024-06-21,ceddanne rafaela,-12.59,1,Overestimated
2024-06-21,steven kwan,-11.35,2,Overestimated
2024-06-21,daulton varsho,-11.06,3,Overestimated
2024-06-21,alex bregman,-9.96,4,Overestimated
2024-06-21,josh smith,-9.71,5,Overestimated
2024-06-22,ceddanne rafaela,-12.43,1,Overestimated
2024-06-22,steven kwan,-12.19,2,Overestimated
2024-06-22,forrest wall,-11.62,3,Overestimated
2024-06-22,josh smith,-11.55,4,Overestimated
2024-06-22,kevin newman,-10.42,5,Overestimated
2024-06-23,césar salazar,-19.63,1,Overestimated
2024-06-23,steven kwan,-13.83,2,Overestimated
2024-06-23,josh smith,-12.66,3,Overestimated
2024-06-23,ceddanne rafaela,-11.71,4,Overestimated
2024-06-23,alex bregman,-10.83,5,Overestimated
2024-06-24,levi jordan,-15.81,1,Overestimated
2024-06-24,steven kwan,-14.5,2,Overestimated
2024-06-24,josh smith,-13.03,3,Overestimated
2024-06-24,ceddanne rafaela,-12.17,4,Overestimated
2024-06-24,riley greene,-10.26,5,Overestimated
2024-06-25,steven kwan,-13.65,1,Overestimated
2024-06-25,levi jordan,-12.06,2,Overestimated
2024-06-25,josh smith,-12.03,3,Overestimated
2024-06-25,ceddanne rafaela,-11.13,4,Overestimated
2024-06-25,alex bregman,-10.85,5,Overestimated
2024-06-26,césar salazar,-12.7,1,Overestimated
2024-06-26,josh smith,-12.54,2,Overestimated
2024-06-26,steven kwan,-11.95,3,Overestimated
2024-06-26,alex bregman,-10.55,4,Overestimated
2024-06-26,ceddanne rafaela,-10.27,5,Overestimated
2024-06-27,josh smith,-13.31,1,Overestimated
2024-06-27,steven kwan,-11.58,2,Overestimated
2024-06-27,kevin newman,-9.38,3,Overestimated
2024-06-27,michael massey,-9.21,4,Overestimated
2024-06-27,carlos correa,-8.91,5,Overestimated
2024-06-28,jhonkensy noel,-16.25,1,Overestimated
2024-06-28,josh smith,-13.97,2,Overestimated
2024-06-28,steven kwan,-10.96,3,Overestimated
2024-06-28,ceddanne rafaela,-10.44,4,Overestimated
2024-06-28,bryan reynolds,-10.35,5,Overestimated
2024-06-29,austin wynns,-23.23,1,Overestimated
2024-06-29,brett sullivan,-19.12,2,Overestimated
2024-06-29,josh smith,-12.47,3,Overestimated
2024-06-29,jhonkensy noel,-11.67,4,Overestimated
2024-06-29,bryan reynolds,-11.4,5,Overestimated
2024-06-30,isiah kiner-falefa,-12.55,1,Overestimated
2024-06-30,josh smith,-12.03,2,Overestimated
2024-06-30,bryan reynolds,-10.6,3,Overestimated
2024-06-30,heston kjerstad,-10.58,4,Overestimated
2024-06-30,ceddanne rafaela,-9.95,5,Overestimated
2024-07-01,james wood,-15.32,1,Overestimated
2024-07-01,eric haase,-12.73,2,Overestimated
2024-07-01,garrett mitchell,-11.7,3,Overestimated
2024-07-01,jose iglesias,-10.77,4,Overestimated
2024-07-01,elías díaz,-9.26,5,Overestimated
2024-07-02,carlos correa,-12.26,1,Overestimated
2024-07-02,josh smith,-11.53,2,Overestimated
2024-07-02,michael massey,-10.56,3,Overestimated
2024-07-02,heston kjerstad,-10.15,4,Overestimated
2024-07-02,jose iglesias,-9.81,5,Overestimated
2024-07-03,carlos correa,-11.79,1,Overestimated
2024-07-03,josh smith,-11.06,2,Overestimated
2024-07-03,cj abrams,-11.01,3,Overestimated
2024-07-03,michael massey,-9.91,4,Overestimated
2024-07-03,francisco álvarez,-9.73,5,Overestimated
2024-07-04,eric haase,-22.72,1,Overestimated
2024-07-04,brett sullivan,-14.32,2,Overestimated
2024-07-04,carlos correa,-11.28,3,Overestimated
2024-07-04,josh smith,-10.8,4,Overestimated
2024-07-04,cj abrams,-9.83,5,Overestimated
2024-07-05,joshua palacios,-15.62,1,Overestimated
2024-07-05,carlos correa,-12.7,2,Overestimated
2024-07-05,francisco álvarez,-9.52,3,Overestimated
2024-07-05,ceddanne rafaela,-9.47,4,Overestimated
2024-07-05,cj abrams,-8.99,5,Overestimated
2024-07-06,carlos correa,-12.05,1,Overestimated
2024-07-06,ceddanne rafaela,-9.89,2,Overestimated
2024-07-06,heston kjerstad,-9.74,3,Overestimated
2024-07-06,charlie blackmon,-9.05,4,Overestimated
2024-07-06,miguel vargas,-8.62,5,Overestimated
2024-07-07,austin wynns,-29.23,1,Overestimated
2024-07-07,eric haase,-22.01,2,Overestimated
2024-07-07,carlos correa,-11.85,3,Overestimated
2024-07-07,josh smith,-10.18,4,Overestimated
2024-07-07,james wood,-9.89,5,Overestimated
2024-07-08,carlos correa,-11.98,1,Overestimated
2024-07-08,francisco álvarez,-10.19,2,Overestimated
2024-07-08,josh smith,-9.83,3,Overestimated
2024-07-08,brandon nimmo,-8.54,4,Overestimated
2024-07-08,james wood,-8.0,5,Overestimated
2024-07-09,eric haase,-18.49,1,Overestimated
2024-07-09,eli white,-12.3,2,Overestimated
2024-07-09,vinny capra,-10.29,3,Overestimated
2024-07-09,heston kjerstad,-10.19,4,Overestimated
2024-07-09,francisco álvarez,-9.83,5,Overestimated
2024-07-10,austin wynns,-30.5,1,Overestimated
2024-07-10,rece hinds,-13.67,2,Overestimated
2024-07-10,heston kjerstad,-10.47,3,Overestimated
2024-07-10,carlos correa,-10.44,4,Overestimated
2024-07-10,brett sullivan,-10.1,5,Overestimated
2024-07-11,austin wynns,-22.0,1,Overestimated
2024-07-11,rece hinds,-18.89,2,Overestimated
2024-07-11,heston kjerstad,-10.28,3,Overestimated
2024-07-11,michael busch,-9.81,4,Overestimated
2024-07-11,andy ibáñez,-9.49,5,Overestimated
2024-07-12,rece hinds,-16.03,1,Overestimated
2024-07-12,francisco álvarez,-10.61,2,Overestimated
2024-07-12,heston kjerstad,-9.83,3,Overestimated
2024-07-12,ceddanne rafaela,-9.26,4,Overestimated
2024-07-12,josh smith,-8.85,5,Overestimated
2024-07-13,eric haase,-14.68,1,Overestimated
2024-07-13,rece hinds,-14.25,2,Overestimated
2024-07-13,ceddanne rafaela,-9.52,3,Overestimated
2024-07-13,michael busch,-8.44,4,Overestimated
2024-07-13,josh smith,-8.44,5,Overestimated
2024-07-14,austin wynns,-15.13,1,Overestimated
2024-07-14,rece hinds,-10.38,2,Overestimated
2024-07-14,josh smith,-9.57,3,Overestimated
2024-07-14,francisco álvarez,-9.53,4,Overestimated
2024-07-14,ryan vilade,-8.99,5,Overestimated
