game_date,player_name,diff_rolling_OBA,rank,estimation_type
2024-04-04,Mike Trout,-0.38,5,Overestimated
2024-04-05,Mike Zunino,-1.05,1,Overestimated
2024-04-05,Marcus Semien,-0.85,2,Overestimated
2024-04-05,Shohei Ohtani,-0.65,3,Overestimated
2024-04-05,Mike Trout,-0.51,4,Overestimated
2024-04-05,Max Muncy,-0.39,5,Overestimated
2024-04-06,Shohei Ohtani,-0.88,1,Overestimated
2024-04-06,Mike Zunino,-0.85,2,Overestimated
2024-04-06,Marcus Semien,-0.76,3,Overestimated
2024-04-06,Max Muncy,-0.43,4,Overestimated
2024-04-06,Mike Trout,-0.39,5,Overestimated
2024-04-07,Shohei Ohtani,-0.86,1,Overestimated
2024-04-07,Mike Zunino,-0.79,2,Overestimated
2024-04-07,Marcus Semien,-0.6,3,Overestimated
2024-04-07,Mike Trout,-0.44,4,Overestimated
2024-04-07,Max Muncy,-0.37,5,Overestimated
2024-04-08,Shohei Ohtani,-1.03,1,Overestimated
2024-04-08,Mike Zunino,-0.97,2,Overestimated
2024-04-08,Marcus Semien,-0.56,3,Overestimated
2024-04-08,Mike Trout,-0.43,4,Overestimated
2024-04-08,Max Muncy,-0.28,5,Overestimated
2024-04-09,Mike Zunino,-0.97,1,Overestimated
2024-04-09,Shohei Ohtani,-0.74,2,Overestimated
2024-04-09,Marcus Semien,-0.51,3,Overestimated
2024-04-09,Max Muncy,-0.38,4,Overestimated
2024-04-09,Mike Trout,-0.35,5,Overestimated
2024-04-10,Mike Zunino,-0.91,1,Overestimated
2024-04-10,Shohei Ohtani,-0.69,2,Overestimated
2024-04-10,Marcus Semien,-0.52,3,Overestimated
2024-04-10,Max Muncy,-0.25,4,Overestimated
2024-04-10,Mike Trout,-0.24,5,Overestimated
2024-04-11,Mike Zunino,-0.98,1,Overestimated
2024-04-11,Shohei Ohtani,-0.58,2,Overestimated
2024-04-11,Marcus Semien,-0.53,3,Overestimated
2024-04-11,Max Muncy,-0.32,4,Overestimated
2024-04-11,Mike Trout,-0.19,5,Overestimated
2024-04-12,Mike Zunino,-1.19,1,Overestimated
2024-04-12,Marcus Semien,-0.65,2,Overestimated
2024-04-12,Shohei Ohtani,-0.55,3,Overestimated
2024-04-12,Max Muncy,-0.4,4,Overestimated
2024-04-12,Mike Trout,-0.04,5,Overestimated
2024-04-13,Mike Zunino,-1.09,1,Overestimated
2024-04-13,Marcus Semien,-0.54,2,Overestimated
2024-04-13,Max Muncy,-0.49,3,Overestimated
2024-04-13,Shohei Ohtani,-0.46,4,Overestimated
2024-04-13,Mike Trout,-0.03,5,Overestimated
2024-04-14,Mike Zunino,-1.04,1,Overestimated
2024-04-14,Max Muncy,-0.59,2,Overestimated
2024-04-14,Marcus Semien,-0.54,3,Overestimated
2024-04-14,Shohei Ohtani,-0.47,4,Overestimated
2024-04-14,Trea Turner,-0.11,5,Overestimated
2024-04-15,Mike Zunino,-1.05,1,Overestimated
2024-04-15,Max Muncy,-0.62,2,Overestimated
2024-04-15,Marcus Semien,-0.54,3,Overestimated
2024-04-15,Shohei Ohtani,-0.46,4,Overestimated
2024-04-15,Trea Turner,-0.11,5,Overestimated
2024-04-16,Mike Zunino,-1.12,1,Overestimated
2024-04-16,Marcus Semien,-0.63,2,Overestimated
2024-04-16,Max Muncy,-0.62,3,Overestimated
2024-04-16,Shohei Ohtani,-0.46,4,Overestimated
2024-04-16,Mike Trout,-0.01,5,Overestimated
2024-04-17,Mike Zunino,-1.0,1,Overestimated
2024-04-17,Max Muncy,-0.77,2,Overestimated
2024-04-17,Marcus Semien,-0.68,3,Overestimated
2024-04-17,Shohei Ohtani,-0.44,4,Overestimated
2024-04-17,Mike Trout,-0.07,5,Overestimated
2024-04-18,Mike Zunino,-1.02,1,Overestimated
2024-04-18,Max Muncy,-0.87,2,Overestimated
2024-04-18,Marcus Semien,-0.76,3,Overestimated
2024-04-18,Shohei Ohtani,-0.37,4,Overestimated
2024-04-18,Mike Trout,-0.02,5,Overestimated
2024-04-19,Mike Zunino,-1.01,1,Overestimated
2024-04-19,Marcus Semien,-0.76,2,Overestimated
2024-04-19,Max Muncy,-0.71,3,Overestimated
2024-04-19,Shohei Ohtani,-0.44,4,Overestimated
2024-04-19,Juan Soto,-0.04,5,Overestimated
2024-04-20,Mike Zunino,-0.96,1,Overestimated
2024-04-20,Max Muncy,-0.72,2,Overestimated
2024-04-20,Marcus Semien,-0.67,3,Overestimated
2024-04-20,Shohei Ohtani,-0.4,4,Overestimated
2024-04-20,Juan Soto,-0.18,5,Overestimated
2024-04-21,Mike Zunino,-0.89,1,Overestimated
2024-04-21,Max Muncy,-0.82,2,Overestimated
2024-04-21,Marcus Semien,-0.68,3,Overestimated
2024-04-21,Shohei Ohtani,-0.42,4,Overestimated
2024-04-21,Juan Soto,-0.23,5,Overestimated
2024-04-22,Mike Zunino,-0.98,1,Overestimated
2024-04-22,Max Muncy,-0.92,2,Overestimated
2024-04-22,Marcus Semien,-0.58,3,Overestimated
2024-04-22,Shohei Ohtani,-0.28,4,Overestimated
2024-04-22,Juan Soto,-0.21,5,Overestimated
2024-04-23,Max Muncy,-0.91,1,Overestimated
2024-04-23,Mike Zunino,-0.87,2,Overestimated
2024-04-23,Marcus Semien,-0.65,3,Overestimated
2024-04-23,Juan Soto,-0.24,4,Overestimated
2024-04-23,Manny Machado,-0.18,5,Overestimated
2024-04-24,Max Muncy,-0.9,1,Overestimated
2024-04-24,Mike Zunino,-0.82,2,Overestimated
2024-04-24,Marcus Semien,-0.62,3,Overestimated
2024-04-24,Shohei Ohtani,-0.13,4,Overestimated
2024-04-24,Juan Soto,-0.12,5,Overestimated
2024-04-25,Max Muncy,-0.94,1,Overestimated
2024-04-25,Mike Zunino,-0.74,2,Overestimated
2024-04-25,Marcus Semien,-0.57,3,Overestimated
2024-04-25,Shohei Ohtani,-0.19,4,Overestimated
2024-04-25,Juan Soto,-0.14,5,Overestimated
2024-04-26,Max Muncy,-0.83,1,Overestimated
2024-04-26,Mike Zunino,-0.74,2,Overestimated
2024-04-26,Marcus Semien,-0.5,3,Overestimated
2024-04-26,Juan Soto,-0.17,4,Overestimated
2024-04-26,Manny Machado,-0.14,5,Overestimated
2024-04-27,Mike Zunino,-0.68,1,Overestimated
2024-04-27,Max Muncy,-0.56,2,Overestimated
2024-04-27,Marcus Semien,-0.42,3,Overestimated
2024-04-27,Mike Trout,-0.18,4,Overestimated
2024-04-27,Manny Machado,-0.18,5,Overestimated
2024-04-28,Mike Zunino,-0.62,1,Overestimated
2024-04-28,Max Muncy,-0.47,2,Overestimated
2024-04-28,Marcus Semien,-0.4,3,Overestimated
2024-04-28,Mike Trout,-0.23,4,Overestimated
2024-04-28,Juan Soto,-0.14,5,Overestimated
2024-04-29,Mike Zunino,-0.72,1,Overestimated
2024-04-29,Max Muncy,-0.47,2,Overestimated
2024-04-29,Marcus Semien,-0.4,3,Overestimated
2024-04-29,Mike Trout,-0.26,4,Overestimated
2024-04-29,Juan Soto,-0.13,5,Overestimated
2024-04-30,Mike Zunino,-0.64,1,Overestimated
2024-04-30,Max Muncy,-0.53,2,Overestimated
2024-04-30,Marcus Semien,-0.36,3,Overestimated
2024-04-30,Mike Trout,-0.25,4,Overestimated
2024-04-30,Trea Turner,-0.14,5,Overestimated
2024-05-01,Mike Zunino,-0.61,1,Overestimated
2024-05-01,Max Muncy,-0.49,2,Overestimated
2024-05-01,Marcus Semien,-0.42,3,Overestimated
2024-05-01,Shohei Ohtani,-0.28,4,Overestimated
2024-05-01,Trea Turner,-0.22,5,Overestimated
2024-05-02,Mike Zunino,-0.61,1,Overestimated
2024-05-02,Max Muncy,-0.48,2,Overestimated
2024-05-02,Marcus Semien,-0.43,3,Overestimated
2024-05-02,Shohei Ohtani,-0.3,4,Overestimated
2024-05-02,Trea Turner,-0.23,5,Overestimated
2024-05-03,Mike Zunino,-0.61,1,Overestimated
2024-05-03,Max Muncy,-0.54,2,Overestimated
2024-05-03,Shohei Ohtani,-0.35,3,Overestimated
2024-05-03,Marcus Semien,-0.34,4,Overestimated
2024-05-03,Mike Trout,-0.22,5,Overestimated
2024-05-04,Mike Zunino,-0.55,1,Overestimated
2024-05-04,Max Muncy,-0.53,2,Overestimated
2024-05-04,Shohei Ohtani,-0.45,3,Overestimated
2024-05-04,Marcus Semien,-0.29,4,Overestimated
2024-05-04,Mike Trout,-0.2,5,Overestimated
2024-05-05,Max Muncy,-0.59,1,Overestimated
2024-05-05,Mike Zunino,-0.54,2,Overestimated
2024-05-05,Shohei Ohtani,-0.51,3,Overestimated
2024-05-05,Mike Trout,-0.26,4,Overestimated
2024-05-05,Marcus Semien,-0.24,5,Overestimated
2024-05-06,Max Muncy,-0.51,1,Overestimated
2024-05-06,Mike Zunino,-0.46,2,Overestimated
2024-05-06,Shohei Ohtani,-0.44,3,Overestimated
2024-05-06,Marcus Semien,-0.3,4,Overestimated
2024-05-06,Mike Trout,-0.27,5,Overestimated
2024-05-07,Max Muncy,-0.56,1,Overestimated
2024-05-07,Mike Zunino,-0.5,2,Overestimated
2024-05-07,Shohei Ohtani,-0.49,3,Overestimated
2024-05-07,Marcus Semien,-0.34,4,Overestimated
2024-05-07,Mike Trout,-0.28,5,Overestimated
2024-05-08,Max Muncy,-0.51,1,Overestimated
2024-05-08,Mike Zunino,-0.46,2,Overestimated
2024-05-08,Mike Trout,-0.4,3,Overestimated
2024-05-08,Shohei Ohtani,-0.4,4,Overestimated
2024-05-08,Marcus Semien,-0.26,5,Overestimated
2024-05-09,Mike Zunino,-0.6,1,Overestimated
2024-05-09,Max Muncy,-0.51,2,Overestimated
2024-05-09,Mike Trout,-0.47,3,Overestimated
2024-05-09,Shohei Ohtani,-0.37,4,Overestimated
2024-05-09,Marcus Semien,-0.21,5,Overestimated
2024-05-10,Mike Zunino,-0.64,1,Overestimated
2024-05-10,Mike Trout,-0.52,2,Overestimated
2024-05-10,Max Muncy,-0.46,3,Overestimated
2024-05-10,Shohei Ohtani,-0.4,4,Overestimated
2024-05-10,Marcus Semien,-0.24,5,Overestimated
2024-05-11,Mike Zunino,-0.61,1,Overestimated
2024-05-11,Mike Trout,-0.48,2,Overestimated
2024-05-11,Shohei Ohtani,-0.41,3,Overestimated
2024-05-11,Max Muncy,-0.41,4,Overestimated
2024-05-11,Marcus Semien,-0.27,5,Overestimated
2024-05-12,Mike Zunino,-0.51,1,Overestimated
2024-05-12,Mike Trout,-0.47,2,Overestimated
2024-05-12,Shohei Ohtani,-0.39,3,Overestimated
2024-05-12,Max Muncy,-0.38,4,Overestimated
2024-05-12,Marcus Semien,-0.29,5,Overestimated
2024-05-13,Mike Zunino,-0.52,1,Overestimated
2024-05-13,Mike Trout,-0.44,2,Overestimated
2024-05-13,Max Muncy,-0.36,3,Overestimated
2024-05-13,Shohei Ohtani,-0.32,4,Overestimated
2024-05-13,Marcus Semien,-0.21,5,Overestimated
2024-05-14,Mike Zunino,-0.51,1,Overestimated
2024-05-14,Mike Trout,-0.44,2,Overestimated
2024-05-14,Max Muncy,-0.4,3,Overestimated
2024-05-14,Shohei Ohtani,-0.35,4,Overestimated
2024-05-14,Marcus Semien,-0.27,5,Overestimated
2024-05-15,Mike Zunino,-0.49,1,Overestimated
2024-05-15,Mike Trout,-0.43,2,Overestimated
2024-05-15,Max Muncy,-0.36,3,Overestimated
2024-05-15,Shohei Ohtani,-0.25,4,Overestimated
2024-05-15,Marcus Semien,-0.22,5,Overestimated
2024-05-16,Mike Zunino,-0.52,1,Overestimated
2024-05-16,Mike Trout,-0.44,2,Overestimated
2024-05-16,Max Muncy,-0.24,3,Overestimated
2024-05-16,Shohei Ohtani,-0.22,4,Overestimated
2024-05-16,Marcus Semien,-0.17,5,Overestimated
2024-05-17,Mike Trout,-0.52,1,Overestimated
2024-05-17,Mike Zunino,-0.52,2,Overestimated
2024-05-17,Shohei Ohtani,-0.28,3,Overestimated
2024-05-17,Max Muncy,-0.26,4,Overestimated
2024-05-17,Marcus Semien,-0.11,5,Overestimated
2024-05-18,Mike Trout,-0.51,1,Overestimated
2024-05-18,Mike Zunino,-0.49,2,Overestimated
2024-05-18,Shohei Ohtani,-0.28,3,Overestimated
2024-05-18,Max Muncy,-0.22,4,Overestimated
2024-05-18,Marcus Semien,-0.1,5,Overestimated
2024-05-19,Mike Zunino,-0.51,1,Overestimated
2024-05-19,Mike Trout,-0.5,2,Overestimated
2024-05-19,Shohei Ohtani,-0.22,3,Overestimated
2024-05-19,Max Muncy,-0.21,4,Overestimated
2024-05-19,Marcus Semien,-0.13,5,Overestimated
2024-05-20,Mike Trout,-0.51,1,Overestimated
2024-05-20,Mike Zunino,-0.44,2,Overestimated
2024-05-20,Shohei Ohtani,-0.26,3,Overestimated
2024-05-20,Max Muncy,-0.2,4,Overestimated
2024-05-20,Marcus Semien,-0.14,5,Overestimated
2024-05-21,Mike Trout,-0.52,1,Overestimated
2024-05-21,Mike Zunino,-0.44,2,Overestimated
2024-05-21,Shohei Ohtani,-0.26,3,Overestimated
2024-05-21,Max Muncy,-0.19,4,Overestimated
2024-05-21,Marcus Semien,-0.1,5,Overestimated
2024-05-22,Mike Trout,-0.49,1,Overestimated
2024-05-22,Mike Zunino,-0.36,2,Overestimated
2024-05-22,Shohei Ohtani,-0.21,3,Overestimated
2024-05-22,Max Muncy,-0.2,4,Overestimated
2024-05-22,Marcus Semien,-0.15,5,Overestimated
2024-05-23,Mike Trout,-0.48,1,Overestimated
2024-05-23,Mike Zunino,-0.38,2,Overestimated
2024-05-23,Shohei Ohtani,-0.23,3,Overestimated
2024-05-23,Max Muncy,-0.21,4,Overestimated
2024-05-23,Marcus Semien,-0.12,5,Overestimated
2024-05-24,Mike Trout,-0.47,1,Overestimated
2024-05-24,Mike Zunino,-0.39,2,Overestimated
2024-05-24,Max Muncy,-0.14,3,Overestimated
2024-05-24,Marcus Semien,-0.1,4,Overestimated
2024-05-24,Shohei Ohtani,-0.09,5,Overestimated
2024-05-25,Mike Trout,-0.44,1,Overestimated
2024-05-25,Mike Zunino,-0.44,2,Overestimated
2024-05-25,Marcus Semien,-0.12,3,Overestimated
2024-05-25,Max Muncy,-0.11,4,Overestimated
2024-05-25,Shohei Ohtani,-0.07,5,Overestimated
2024-05-26,Mike Zunino,-0.44,1,Overestimated
2024-05-26,Mike Trout,-0.42,2,Overestimated
2024-05-26,Marcus Semien,-0.1,3,Overestimated
2024-05-26,Max Muncy,-0.06,4,Overestimated
2024-05-26,Shohei Ohtani,-0.06,5,Overestimated
2024-05-27,Mike Trout,-0.44,1,Overestimated
2024-05-27,Mike Zunino,-0.41,2,Overestimated
2024-05-27,Marcus Semien,-0.11,3,Overestimated
2024-05-27,Max Muncy,-0.08,4,Overestimated
2024-05-27,Shohei Ohtani,-0.07,5,Overestimated
2024-05-28,Mike Trout,-0.45,1,Overestimated
2024-05-28,Mike Zunino,-0.35,2,Overestimated
2024-05-28,Shohei Ohtani,-0.11,3,Overestimated
2024-05-28,Max Muncy,-0.09,4,Overestimated
2024-05-28,Marcus Semien,-0.08,5,Overestimated
2024-05-29,Mike Trout,-0.42,1,Overestimated
2024-05-29,Mike Zunino,-0.36,2,Overestimated
2024-05-29,Shohei Ohtani,-0.16,3,Overestimated
2024-05-29,Marcus Semien,-0.12,4,Overestimated
2024-05-29,Max Muncy,-0.11,5,Overestimated
2024-05-30,Mike Trout,-0.42,1,Overestimated
2024-05-30,Mike Zunino,-0.36,2,Overestimated
2024-05-30,Marcus Semien,-0.25,3,Overestimated
2024-05-30,Max Muncy,-0.2,4,Overestimated
2024-05-30,Shohei Ohtani,-0.12,5,Overestimated
2024-05-31,Mike Trout,-0.41,1,Overestimated
2024-05-31,Mike Zunino,-0.35,2,Overestimated
2024-05-31,Marcus Semien,-0.27,3,Overestimated
2024-05-31,Shohei Ohtani,-0.14,4,Overestimated
2024-05-31,Max Muncy,-0.13,5,Overestimated
2024-06-01,Mike Trout,-0.37,1,Overestimated
2024-06-01,Mike Zunino,-0.36,2,Overestimated
2024-06-01,Marcus Semien,-0.24,3,Overestimated
2024-06-01,Max Muncy,-0.17,4,Overestimated
2024-06-01,Shohei Ohtani,-0.09,5,Overestimated
2024-06-02,Mike Zunino,-0.38,1,Overestimated
2024-06-02,Mike Trout,-0.32,2,Overestimated
2024-06-02,Marcus Semien,-0.24,3,Overestimated
2024-06-02,Max Muncy,-0.1,4,Overestimated
2024-06-02,Shohei Ohtani,-0.08,5,Overestimated
2024-06-03,Mike Zunino,-0.4,1,Overestimated
2024-06-03,Mike Trout,-0.35,2,Overestimated
2024-06-03,Marcus Semien,-0.13,3,Overestimated
2024-06-03,Max Muncy,-0.12,4,Overestimated
2024-06-03,Shohei Ohtani,-0.11,5,Overestimated
2024-06-04,Mike Zunino,-0.39,1,Overestimated
2024-06-04,Mike Trout,-0.31,2,Overestimated
2024-06-04,Shohei Ohtani,-0.17,3,Overestimated
2024-06-04,Max Muncy,-0.15,4,Overestimated
2024-06-04,Marcus Semien,-0.12,5,Overestimated
2024-06-05,Mike Zunino,-0.34,1,Overestimated
2024-06-05,Mike Trout,-0.29,2,Overestimated
2024-06-05,Shohei Ohtani,-0.21,3,Overestimated
2024-06-05,Marcus Semien,-0.2,4,Overestimated
2024-06-05,Max Muncy,-0.16,5,Overestimated
2024-06-06,Mike Zunino,-0.35,1,Overestimated
2024-06-06,Mike Trout,-0.31,2,Overestimated
2024-06-06,Shohei Ohtani,-0.25,3,Overestimated
2024-06-06,Max Muncy,-0.18,4,Overestimated
2024-06-06,Marcus Semien,-0.15,5,Overestimated
2024-06-07,Mike Zunino,-0.36,1,Overestimated
2024-06-07,Mike Trout,-0.36,2,Overestimated
2024-06-07,Shohei Ohtani,-0.19,3,Overestimated
2024-06-07,Marcus Semien,-0.17,4,Overestimated
2024-06-07,Max Muncy,-0.14,5,Overestimated
2024-06-08,Mike Trout,-0.43,1,Overestimated
2024-06-08,Mike Zunino,-0.36,2,Overestimated
2024-06-08,Marcus Semien,-0.22,3,Overestimated
2024-06-08,Shohei Ohtani,-0.17,4,Overestimated
2024-06-08,Max Muncy,-0.15,5,Overestimated
2024-06-09,Mike Trout,-0.41,1,Overestimated
2024-06-09,Mike Zunino,-0.3,2,Overestimated
2024-06-09,Max Muncy,-0.2,3,Overestimated
2024-06-09,Marcus Semien,-0.19,4,Overestimated
2024-06-09,Shohei Ohtani,-0.13,5,Overestimated
2024-06-10,Mike Trout,-0.44,1,Overestimated
2024-06-10,Mike Zunino,-0.26,2,Overestimated
2024-06-10,Marcus Semien,-0.17,3,Overestimated
2024-06-10,Max Muncy,-0.15,4,Overestimated
2024-06-10,Shohei Ohtani,-0.09,5,Overestimated
2024-06-11,Mike Trout,-0.44,1,Overestimated
2024-06-11,Mike Zunino,-0.27,2,Overestimated
2024-06-11,Shohei Ohtani,-0.17,3,Overestimated
2024-06-11,Marcus Semien,-0.13,4,Overestimated
2024-06-11,Max Muncy,-0.11,5,Overestimated
2024-06-12,Mike Trout,-0.42,1,Overestimated
2024-06-12,Mike Zunino,-0.24,2,Overestimated
2024-06-12,Shohei Ohtani,-0.18,3,Overestimated
2024-06-12,Max Muncy,-0.1,4,Overestimated
2024-06-12,Marcus Semien,-0.09,5,Overestimated
2024-06-13,Mike Trout,-0.41,1,Overestimated
2024-06-13,Mike Zunino,-0.22,2,Overestimated
2024-06-13,Shohei Ohtani,-0.21,3,Overestimated
2024-06-13,Max Muncy,-0.17,4,Overestimated
2024-06-13,Marcus Semien,-0.08,5,Overestimated
2024-06-14,Mike Trout,-0.42,1,Overestimated
2024-06-14,Shohei Ohtani,-0.24,2,Overestimated
2024-06-14,Mike Zunino,-0.23,3,Overestimated
2024-06-14,Max Muncy,-0.12,4,Overestimated
2024-06-14,Marcus Semien,-0.04,5,Overestimated
2024-06-15,Mike Trout,-0.43,1,Overestimated
2024-06-15,Shohei Ohtani,-0.28,2,Overestimated
2024-06-15,Mike Zunino,-0.16,3,Overestimated
2024-06-15,Max Muncy,-0.07,4,Overestimated
2024-06-15,Trea Turner,-0.06,5,Overestimated
2024-06-16,Mike Trout,-0.44,1,Overestimated
2024-06-16,Shohei Ohtani,-0.29,2,Overestimated
2024-06-16,Mike Zunino,-0.14,3,Overestimated
2024-06-16,Max Muncy,-0.1,4,Overestimated
2024-06-16,Trea Turner,-0.04,5,Overestimated
2024-06-17,Mike Trout,-0.44,1,Overestimated
2024-06-17,Shohei Ohtani,-0.31,2,Overestimated
2024-06-17,Mike Zunino,-0.19,3,Overestimated
2024-06-17,Trea Turner,-0.09,4,Overestimated
2024-06-17,Max Muncy,-0.08,5,Overestimated
2024-06-18,Mike Trout,-0.43,1,Overestimated
2024-06-18,Shohei Ohtani,-0.32,2,Overestimated
2024-06-18,Mike Zunino,-0.29,3,Overestimated
2024-06-18,Trea Turner,-0.09,4,Overestimated
2024-06-18,Max Muncy,-0.06,5,Overestimated
2024-06-19,Mike Trout,-0.45,1,Overestimated
2024-06-19,Shohei Ohtani,-0.32,2,Overestimated
2024-06-19,Mike Zunino,-0.25,3,Overestimated
2024-06-19,Max Muncy,-0.08,4,Overestimated
2024-06-19,Trea Turner,-0.08,5,Overestimated
2024-06-20,Mike Trout,-0.43,1,Overestimated
2024-06-20,Shohei Ohtani,-0.35,2,Overestimated
2024-06-20,Mike Zunino,-0.22,3,Overestimated
2024-06-20,Trea Turner,-0.09,4,Overestimated
2024-06-20,Max Muncy,-0.09,5,Overestimated
2024-06-21,Mike Trout,-0.43,1,Overestimated
2024-06-21,Shohei Ohtani,-0.34,2,Overestimated
2024-06-21,Mike Zunino,-0.17,3,Overestimated
2024-06-21,Trea Turner,-0.1,4,Overestimated
2024-06-21,Max Muncy,-0.09,5,Overestimated
2024-06-22,Mike Trout,-0.43,1,Overestimated
2024-06-22,Shohei Ohtani,-0.31,2,Overestimated
2024-06-22,Mike Zunino,-0.18,3,Overestimated
2024-06-22,Trea Turner,-0.09,4,Overestimated
2024-06-22,Max Muncy,-0.08,5,Overestimated
2024-06-23,Mike Trout,-0.44,1,Overestimated
2024-06-23,Shohei Ohtani,-0.33,2,Overestimated
2024-06-23,Mike Zunino,-0.23,3,Overestimated
2024-06-23,Max Muncy,-0.1,4,Overestimated
2024-06-23,Trea Turner,-0.08,5,Overestimated
2024-06-24,Shohei Ohtani,-0.37,1,Overestimated
2024-06-24,Mike Trout,-0.37,2,Overestimated
2024-06-24,Mike Zunino,-0.25,3,Overestimated
2024-06-24,Max Muncy,-0.13,4,Overestimated
2024-06-24,Trea Turner,-0.01,5,Overestimated
2024-06-25,Mike Trout,-0.4,1,Overestimated
2024-06-25,Shohei Ohtani,-0.32,2,Overestimated
2024-06-25,Mike Zunino,-0.28,3,Overestimated
2024-06-25,Max Muncy,-0.13,4,Overestimated
2024-06-25,Trea Turner,-0.0,5,Overestimated
2024-06-26,Mike Trout,-0.36,1,Overestimated
2024-06-26,Shohei Ohtani,-0.35,2,Overestimated
2024-06-26,Mike Zunino,-0.31,3,Overestimated
2024-06-26,Max Muncy,-0.13,4,Overestimated
2024-06-26,Marcus Semien,-0.03,5,Overestimated
2024-06-27,Shohei Ohtani,-0.4,1,Overestimated
2024-06-27,Mike Trout,-0.34,2,Overestimated
2024-06-27,Mike Zunino,-0.3,3,Overestimated
2024-06-27,Max Muncy,-0.1,4,Overestimated
