game_date,player_name,diff_rolling_OBA,rank,estimation_type
2024-04-24,addison barger,20.04,2,Underestimated
2024-04-24,christian bethancourt,18.4,3,Underestimated
2024-04-24,tomás nido,18.18,4,Underestimated
2024-04-24,pedro pagés,13.37,5,Underestimated
2024-04-25,davis wendzel,22.78,1,Underestimated
2024-04-25,pete crow-armstrong,13.07,2,Underestimated
2024-04-25,andrew knizner,12.36,3,Underestimated
2024-04-25,eddie rosario,11.14,4,Underestimated
2024-04-25,max schuemann,10.98,5,Underestimated
2024-04-26,rafael ortega,56.1,1,Underestimated
2024-04-26,addison barger,38.65,2,Underestimated
2024-04-26,austin wells,20.13,3,Underestimated
2024-04-26,tomás nido,15.59,4,Underestimated
2024-04-26,buddy kennedy,14.83,5,Underestimated
2024-04-27,addison barger,27.19,1,Underestimated
2024-04-27,austin wells,18.83,2,Underestimated
2024-04-27,christian bethancourt,16.62,3,Underestimated
2024-04-27,davis wendzel,15.48,4,Underestimated
2024-04-27,buddy kennedy,13.94,5,Underestimated
2024-04-28,rafael ortega,28.05,1,Underestimated
2024-04-28,davis wendzel,14.27,2,Underestimated
2024-04-28,andrew knizner,10.96,3,Underestimated
2024-04-28,trent grisham,10.64,4,Underestimated
2024-04-28,lawrence butler,10.23,5,Underestimated
2024-04-29,rafael ortega,22.31,1,Underestimated
2024-04-29,addison barger,21.21,2,Underestimated
2024-04-29,austin wells,18.35,3,Underestimated
2024-04-29,sam haggerty,13.32,4,Underestimated
2024-04-29,eddie rosario,12.8,5,Underestimated
2024-04-30,pedro pagés,52.48,1,Underestimated
2024-04-30,christian bethancourt,17.24,2,Underestimated
2024-04-30,josé fermín,16.66,3,Underestimated
2024-04-30,austin wells,14.93,4,Underestimated
2024-04-30,davis wendzel,13.91,5,Underestimated
2024-05-01,addison barger,19.42,1,Underestimated
2024-05-01,christian bethancourt,16.1,2,Underestimated
2024-05-01,sam haggerty,12.65,3,Underestimated
2024-05-01,carson kelly,11.41,4,Underestimated
2024-05-01,tomás nido,10.25,5,Underestimated
2024-05-02,austin wells,14.41,1,Underestimated
2024-05-02,eddie rosario,12.08,2,Underestimated
2024-05-02,corey seager,10.27,3,Underestimated
2024-05-02,james mccann,9.6,4,Underestimated
2024-05-02,austin slater,9.03,5,Underestimated
2024-05-03,austin wells,14.63,1,Underestimated
2024-05-03,alex jackson,12.5,2,Underestimated
2024-05-03,andrew knizner,10.73,3,Underestimated
2024-05-03,vaughn grissom,10.49,4,Underestimated
2024-05-03,brendan donovan,10.01,5,Underestimated
2024-05-04,rafael ortega,21.59,1,Underestimated
2024-05-04,alex jackson,17.14,2,Underestimated
2024-05-04,christian bethancourt,16.17,3,Underestimated
2024-05-04,carson kelly,12.06,4,Underestimated
2024-05-04,yasmani grandal,11.55,5,Underestimated
2024-05-05,dylan carlson,30.09,1,Underestimated
2024-05-05,trey cabbage,23.67,2,Underestimated
2024-05-05,alex jackson,20.34,3,Underestimated
2024-05-05,jonah bride,14.65,4,Underestimated
2024-05-05,christian bethancourt,13.54,5,Underestimated
2024-05-06,dylan carlson,22.17,1,Underestimated
2024-05-06,andruw monasterio,17.95,2,Underestimated
2024-05-06,davis wendzel,16.71,3,Underestimated
2024-05-06,andrew knizner,11.53,4,Underestimated
2024-05-06,carson kelly,10.51,5,Underestimated
2024-05-07,jonathan ornelas,83.8,1,Underestimated
2024-05-07,rafael ortega,20.34,2,Underestimated
2024-05-07,tj friedl,19.12,3,Underestimated
2024-05-07,dylan carlson,15.99,4,Underestimated
2024-05-07,davis wendzel,15.28,5,Underestimated
2024-05-08,tj friedl,20.05,1,Underestimated
2024-05-08,davis wendzel,14.81,2,Underestimated
2024-05-08,austin wells,13.45,3,Underestimated
2024-05-08,andrew knizner,11.88,4,Underestimated
2024-05-08,alex jackson,11.0,5,Underestimated
2024-05-09,pedro pagés,34.34,1,Underestimated
2024-05-09,austin wells,13.29,2,Underestimated
2024-05-09,dylan carlson,13.08,3,Underestimated
2024-05-09,tj friedl,11.35,4,Underestimated
2024-05-09,sam haggerty,9.8,5,Underestimated
2024-05-10,casey schmitt,16.46,1,Underestimated
2024-05-10,davis wendzel,13.69,2,Underestimated
2024-05-10,jakson reetz,11.62,3,Underestimated
2024-05-10,dylan carlson,11.37,4,Underestimated
2024-05-10,christian bethancourt,11.03,5,Underestimated
2024-05-11,miles mastrobuoni,14.07,1,Underestimated
2024-05-11,austin wells,13.19,2,Underestimated
2024-05-11,casey schmitt,12.69,3,Underestimated
2024-05-11,dylan carlson,12.51,4,Underestimated
2024-05-11,niko goodrum,9.65,5,Underestimated
2024-05-12,rafael ortega,16.42,1,Underestimated
2024-05-12,trey cabbage,15.51,2,Underestimated
2024-05-12,andrew knizner,13.64,3,Underestimated
2024-05-12,kyren paris,13.59,4,Underestimated
2024-05-12,dylan carlson,13.25,5,Underestimated
2024-05-13,nick gonzales,14.35,1,Underestimated
2024-05-13,miles mastrobuoni,13.26,2,Underestimated
2024-05-13,kyren paris,12.17,3,Underestimated
2024-05-13,dylan carlson,12.16,4,Underestimated
2024-05-13,matt olson,11.03,5,Underestimated
2024-05-14,marco luciano,22.7,1,Underestimated
2024-05-14,pedro pagés,18.45,2,Underestimated
2024-05-14,tristan gray,13.17,3,Underestimated
2024-05-14,miles mastrobuoni,12.65,4,Underestimated
2024-05-14,austin wells,12.49,5,Underestimated
2024-05-15,trey cabbage,18.1,1,Underestimated
2024-05-15,jonathan aranda,16.85,2,Underestimated
2024-05-15,austin hays,15.23,3,Underestimated
2024-05-15,miles mastrobuoni,11.07,4,Underestimated
2024-05-15,corey seager,11.02,5,Underestimated
2024-05-16,trey cabbage,17.19,1,Underestimated
2024-05-16,austin wells,12.05,2,Underestimated
2024-05-16,miles mastrobuoni,10.57,3,Underestimated
2024-05-16,austin barnes,7.72,4,Underestimated
2024-05-16,aaron judge,7.71,5,Underestimated
2024-05-17,corey julks,14.83,1,Underestimated
2024-05-17,austin hays,13.03,2,Underestimated
2024-05-17,austin wells,11.74,3,Underestimated
2024-05-17,corey seager,11.43,4,Underestimated
2024-05-17,miles mastrobuoni,10.77,5,Underestimated
2024-05-18,andrew knizner,13.49,1,Underestimated
2024-05-18,jacob hurtubise,12.98,2,Underestimated
2024-05-18,austin hays,12.88,3,Underestimated
2024-05-18,alan trejo,12.49,4,Underestimated
2024-05-18,corey seager,11.47,5,Underestimated
2024-05-19,pedro pagés,14.09,1,Underestimated
2024-05-19,austin hays,12.31,2,Underestimated
2024-05-19,miles mastrobuoni,11.3,3,Underestimated
2024-05-19,corey seager,10.48,4,Underestimated
2024-05-19,matt olson,10.12,5,Underestimated
2024-05-20,jonathan aranda,13.67,1,Underestimated
2024-05-20,austin hays,12.3,2,Underestimated
2024-05-20,vinnie pasquantino,10.01,3,Underestimated
2024-05-20,manny machado,9.68,4,Underestimated
2024-05-20,matt olson,9.17,5,Underestimated
2024-05-21,vinnie pasquantino,12.44,1,Underestimated
2024-05-21,jonathan aranda,12.16,2,Underestimated
2024-05-21,austin wells,11.33,3,Underestimated
2024-05-21,brandon lowe,10.25,4,Underestimated
2024-05-21,juan soto,10.09,5,Underestimated
2024-05-22,pedro pagés,12.41,1,Underestimated
2024-05-22,vinnie pasquantino,12.22,2,Underestimated
2024-05-22,brandon lowe,12.11,3,Underestimated
2024-05-22,austin hays,11.31,4,Underestimated
2024-05-22,austin wells,10.96,5,Underestimated
2024-05-23,luke williams,15.2,1,Underestimated
2024-05-23,andrew knizner,13.27,2,Underestimated
2024-05-23,alan trejo,12.39,3,Underestimated
2024-05-23,brett wisely,11.23,4,Underestimated
2024-05-23,austin wells,10.93,5,Underestimated
2024-05-24,brandon lowe,13.45,1,Underestimated
2024-05-24,vinnie pasquantino,12.29,2,Underestimated
2024-05-24,alan trejo,11.06,3,Underestimated
2024-05-24,austin wells,10.15,4,Underestimated
2024-05-24,jesús sánchez,10.03,5,Underestimated
2024-05-25,kyle stowers,13.2,1,Underestimated
2024-05-25,brandon lowe,11.58,2,Underestimated
2024-05-25,vinnie pasquantino,10.59,3,Underestimated
2024-05-25,christopher morel,10.32,4,Underestimated
2024-05-25,francisco lindor,9.4,5,Underestimated
2024-05-26,alex jackson,11.0,1,Underestimated
2024-05-26,christopher morel,10.13,2,Underestimated
2024-05-26,vaughn grissom,8.78,3,Underestimated
2024-05-26,vinnie pasquantino,8.5,4,Underestimated
2024-05-26,francisco lindor,8.3,5,Underestimated
2024-05-27,ryan bliss,18.79,1,Underestimated
2024-05-27,pedro pagés,11.53,2,Underestimated
2024-05-27,christopher morel,9.48,3,Underestimated
2024-05-27,vaughn grissom,8.24,4,Underestimated
2024-05-27,jesús sánchez,7.93,5,Underestimated
2024-05-28,dj lemahieu,79.43,1,Underestimated
2024-05-28,ryan bliss,23.98,2,Underestimated
2024-05-28,trenton brooks,12.3,3,Underestimated
2024-05-28,christopher morel,9.81,4,Underestimated
2024-05-28,austin wells,9.16,5,Underestimated
2024-05-29,dj lemahieu,29.36,1,Underestimated
2024-05-29,ryan bliss,21.09,2,Underestimated
2024-05-29,alex jackson,10.69,3,Underestimated
2024-05-29,christopher morel,10.02,4,Underestimated
2024-05-29,james mccann,8.31,5,Underestimated
2024-05-30,aledmys díaz,15.22,1,Underestimated
2024-05-30,christopher morel,11.66,2,Underestimated
2024-05-30,alex jackson,10.22,3,Underestimated
2024-05-30,mj melendez,9.22,4,Underestimated
2024-05-30,vinnie pasquantino,8.25,5,Underestimated
2024-05-31,aledmys díaz,24.38,1,Underestimated
2024-05-31,christopher morel,11.06,2,Underestimated
2024-05-31,jose iglesias,10.71,3,Underestimated
2024-05-31,mj melendez,9.49,4,Underestimated
2024-05-31,austin wells,9.16,5,Underestimated
2024-06-01,aledmys díaz,22.58,1,Underestimated
2024-06-01,ryan bliss,18.46,2,Underestimated
2024-06-01,andrew knizner,12.36,3,Underestimated
2024-06-01,christopher morel,11.36,4,Underestimated
2024-06-01,mj melendez,9.48,5,Underestimated
2024-06-02,david bote,19.71,1,Underestimated
2024-06-02,ryan bliss,14.25,2,Underestimated
2024-06-02,daniel schneemann,12.52,3,Underestimated
2024-06-02,christopher morel,11.17,4,Underestimated
2024-06-02,alex jackson,11.03,5,Underestimated
2024-06-03,alan trejo,9.9,1,Underestimated
2024-06-03,colton cowser,9.03,2,Underestimated
2024-06-03,ketel marte,8.64,3,Underestimated
2024-06-03,yainer diaz,7.97,4,Underestimated
2024-06-03,alec bohm,7.95,5,Underestimated
2024-06-04,justyn-henry malloy,17.01,1,Underestimated
2024-06-04,lenyn sosa,10.79,2,Underestimated
2024-06-04,alex jackson,10.54,3,Underestimated
2024-06-04,colton cowser,9.22,4,Underestimated
2024-06-04,christopher morel,9.14,5,Underestimated
2024-06-05,brian anderson,29.7,1,Underestimated
2024-06-05,trey cabbage,13.67,2,Underestimated
2024-06-05,pedro pagés,11.9,3,Underestimated
2024-06-05,alec bohm,9.74,4,Underestimated
2024-06-05,christopher morel,8.33,5,Underestimated
2024-06-06,brian anderson,66.22,1,Underestimated
2024-06-06,blake dunn,13.48,2,Underestimated
2024-06-06,ryan bliss,12.84,3,Underestimated
2024-06-06,mj melendez,9.92,4,Underestimated
2024-06-06,colton cowser,9.45,5,Underestimated
2024-06-07,xavier edwards,12.24,1,Underestimated
2024-06-07,ryan bliss,11.09,2,Underestimated
2024-06-07,alex jackson,10.5,3,Underestimated
2024-06-07,mj melendez,10.16,4,Underestimated
2024-06-07,alan trejo,9.94,5,Underestimated
2024-06-08,tristan gray,23.9,1,Underestimated
2024-06-08,andrew knizner,10.68,2,Underestimated
2024-06-08,alec bohm,10.14,3,Underestimated
2024-06-08,mj melendez,10.11,4,Underestimated
2024-06-08,ryan bliss,10.0,5,Underestimated
2024-06-09,weston wilson,33.88,1,Underestimated
2024-06-09,tristan gray,20.49,2,Underestimated
2024-06-09,aledmys díaz,16.22,3,Underestimated
2024-06-09,michael stefanic,14.67,4,Underestimated
2024-06-09,alec bohm,10.18,5,Underestimated
2024-06-10,alex jackson,9.85,1,Underestimated
2024-06-10,mj melendez,8.25,2,Underestimated
2024-06-10,colton cowser,8.04,3,Underestimated
2024-06-10,daz cameron,7.47,4,Underestimated
2024-06-10,dan vogelbach,7.41,5,Underestimated
2024-06-11,davis wendzel,12.21,1,Underestimated
2024-06-11,alec bohm,11.44,2,Underestimated
2024-06-11,pedro pagés,9.22,3,Underestimated
2024-06-11,michael stefanic,9.01,4,Underestimated
2024-06-11,mj melendez,8.22,5,Underestimated
2024-06-12,brian anderson,53.05,1,Underestimated
2024-06-12,alec bohm,11.74,2,Underestimated
2024-06-12,rafael marchán,10.65,3,Underestimated
2024-06-12,adael amador,9.53,4,Underestimated
2024-06-12,daz cameron,8.97,5,Underestimated
2024-06-13,weston wilson,25.8,1,Underestimated
2024-06-13,aledmys díaz,14.82,2,Underestimated
2024-06-13,alex jackson,9.33,3,Underestimated
2024-06-13,mj melendez,8.74,4,Underestimated
2024-06-13,ryan kreidler,8.28,5,Underestimated
2024-06-14,davis wendzel,12.22,1,Underestimated
2024-06-14,adael amador,11.49,2,Underestimated
2024-06-14,alec bohm,10.86,3,Underestimated
2024-06-14,andrew knizner,9.9,4,Underestimated
2024-06-14,mj melendez,9.26,5,Underestimated
2024-06-15,jason delay,21.7,1,Underestimated
2024-06-15,addison barger,15.79,2,Underestimated
2024-06-15,adael amador,14.03,3,Underestimated
2024-06-15,alec bohm,10.76,4,Underestimated
2024-06-15,andrew knizner,10.38,5,Underestimated
2024-06-16,adael amador,15.95,1,Underestimated
2024-06-16,aledmys díaz,15.02,2,Underestimated
2024-06-16,akil baddoo,11.14,3,Underestimated
2024-06-16,addison barger,10.53,4,Underestimated
2024-06-16,andrew knizner,9.89,5,Underestimated
2024-06-17,sam huff,21.56,1,Underestimated
2024-06-17,adael amador,15.1,2,Underestimated
2024-06-17,davis wendzel,12.59,3,Underestimated
2024-06-17,akil baddoo,11.15,4,Underestimated
2024-06-17,miguel amaya,8.38,5,Underestimated
2024-06-18,addison barger,8.47,1,Underestimated
2024-06-18,miguel amaya,7.97,2,Underestimated
2024-06-18,leody taveras,7.73,3,Underestimated
2024-06-18,oneil cruz,7.49,4,Underestimated
2024-06-18,mj melendez,7.44,5,Underestimated
2024-06-19,cooper hummel,30.91,1,Underestimated
2024-06-19,adael amador,12.88,2,Underestimated
2024-06-19,akil baddoo,11.37,3,Underestimated
2024-06-19,mj melendez,9.62,4,Underestimated
2024-06-19,leody taveras,9.21,5,Underestimated
2024-06-20,cooper hummel,12.33,1,Underestimated
2024-06-20,aledmys díaz,12.3,2,Underestimated
2024-06-20,ben rice,10.52,3,Underestimated
2024-06-20,mj melendez,9.86,4,Underestimated
2024-06-20,cal raleigh,8.4,5,Underestimated
2024-06-21,miles mastrobuoni,11.53,1,Underestimated
2024-06-21,ben rice,10.57,2,Underestimated
2024-06-21,leody taveras,8.88,3,Underestimated
2024-06-21,cal raleigh,8.66,4,Underestimated
2024-06-21,alec bohm,8.61,5,Underestimated
2024-06-22,armando alvarez,24.3,1,Underestimated
2024-06-22,angel martínez,11.07,2,Underestimated
2024-06-22,akil baddoo,11.06,3,Underestimated
2024-06-22,leody taveras,9.1,4,Underestimated
2024-06-22,cal raleigh,8.69,5,Underestimated
2024-06-23,akil baddoo,11.37,1,Underestimated
2024-06-23,josé herrera,11.08,2,Underestimated
2024-06-23,andrew knizner,9.13,3,Underestimated
2024-06-23,leody taveras,8.82,4,Underestimated
2024-06-23,cal raleigh,8.54,5,Underestimated
2024-06-24,aledmys díaz,11.26,1,Underestimated
2024-06-24,cj alexander,10.11,2,Underestimated
2024-06-24,cal raleigh,8.54,3,Underestimated
2024-06-24,leody taveras,8.03,4,Underestimated
2024-06-24,luis arráez,7.14,5,Underestimated
2024-06-25,sam hilliard,24.49,1,Underestimated
2024-06-25,david villar,9.3,2,Underestimated
2024-06-25,cal raleigh,8.17,3,Underestimated
2024-06-25,rafael marchán,8.15,4,Underestimated
2024-06-25,cj alexander,8.04,5,Underestimated
2024-06-26,luke williams,25.16,1,Underestimated
2024-06-26,david villar,18.03,2,Underestimated
2024-06-26,will wagner,13.59,3,Underestimated
2024-06-26,miles mastrobuoni,11.33,4,Underestimated
2024-06-26,leo jimenez,10.6,5,Underestimated
2024-06-27,miles mastrobuoni,9.96,1,Underestimated
2024-06-27,akil baddoo,9.46,2,Underestimated
2024-06-27,davis wendzel,8.74,3,Underestimated
2024-06-27,josé herrera,8.72,4,Underestimated
2024-06-27,noelvi marte,7.85,5,Underestimated
2024-06-28,josé tena,36.4,1,Underestimated
2024-06-28,luke williams,21.49,2,Underestimated
2024-06-28,sam hilliard,16.68,3,Underestimated
2024-06-28,andrew knizner,9.58,4,Underestimated
2024-06-28,miles mastrobuoni,8.47,5,Underestimated
2024-06-29,aaron schunk,33.4,1,Underestimated
2024-06-29,david villar,18.68,2,Underestimated
2024-06-29,josé herrera,10.14,3,Underestimated
2024-06-29,davis wendzel,9.79,4,Underestimated
2024-06-29,miles mastrobuoni,9.23,5,Underestimated
2024-06-30,luke williams,17.52,1,Underestimated
2024-06-30,josé tena,15.17,2,Underestimated
2024-06-30,david villar,14.37,3,Underestimated
2024-06-30,aaron schunk,12.06,4,Underestimated
2024-06-30,aledmys díaz,11.98,5,Underestimated
2024-07-01,ben gamel,12.31,1,Underestimated
2024-07-01,bo bichette,7.85,2,Underestimated
2024-07-01,addison barger,6.12,3,Underestimated
2024-07-01,luis garcía,5.55,4,Underestimated
2024-07-01,keibert ruiz,5.23,5,Underestimated
2024-07-02,jonathan ornelas,20.76,1,Underestimated
2024-07-02,cj alexander,11.83,2,Underestimated
2024-07-02,miles mastrobuoni,9.13,3,Underestimated
2024-07-02,akil baddoo,9.03,4,Underestimated
2024-07-02,bo bichette,8.42,5,Underestimated
2024-07-03,aaron schunk,16.17,1,Underestimated
2024-07-03,grae kessinger,11.64,2,Underestimated
2024-07-03,josé tena,9.62,3,Underestimated
2024-07-03,garrett mitchell,8.52,4,Underestimated
2024-07-03,david villar,8.51,5,Underestimated
2024-07-04,alek thomas,20.12,1,Underestimated
2024-07-04,jonah bride,11.81,2,Underestimated
2024-07-04,jonathan ornelas,10.92,3,Underestimated
2024-07-04,leo jimenez,9.5,4,Underestimated
2024-07-04,sam hilliard,8.92,5,Underestimated
2024-07-05,alek thomas,20.66,1,Underestimated
2024-07-05,juan yepez,15.73,2,Underestimated
2024-07-05,bo bichette,9.45,3,Underestimated
2024-07-05,miles mastrobuoni,9.44,4,Underestimated
2024-07-05,tyler soderstrom,8.65,5,Underestimated
2024-07-06,grae kessinger,10.5,1,Underestimated
2024-07-06,keston hiura,9.64,2,Underestimated
2024-07-06,jonah bride,9.47,3,Underestimated
2024-07-06,miles mastrobuoni,8.81,4,Underestimated
2024-07-06,andrew knizner,8.67,5,Underestimated
2024-07-07,alek thomas,14.36,1,Underestimated
2024-07-07,aaron schunk,12.49,2,Underestimated
2024-07-07,bo bichette,8.7,3,Underestimated
2024-07-07,miles mastrobuoni,8.42,4,Underestimated
2024-07-07,tyler soderstrom,8.21,5,Underestimated
2024-07-08,alek thomas,15.68,1,Underestimated
2024-07-08,edwin ríos,10.8,2,Underestimated
2024-07-08,aaron schunk,9.85,3,Underestimated
2024-07-08,andrés giménez,8.4,4,Underestimated
2024-07-08,manuel margot,7.99,5,Underestimated
2024-07-09,alek thomas,13.56,1,Underestimated
2024-07-09,edwin ríos,8.92,2,Underestimated
2024-07-09,andrés giménez,8.75,3,Underestimated
2024-07-09,marcus semien,8.24,4,Underestimated
2024-07-09,andrew knizner,7.72,5,Underestimated
2024-07-10,alek thomas,13.46,1,Underestimated
2024-07-10,grae kessinger,12.91,2,Underestimated
2024-07-10,marcus semien,9.07,3,Underestimated
2024-07-10,andrés giménez,8.51,4,Underestimated
2024-07-10,jj bleday,8.09,5,Underestimated
2024-07-11,jj bleday,8.61,1,Underestimated
2024-07-11,andrés giménez,8.47,2,Underestimated
2024-07-11,aaron schunk,8.41,3,Underestimated
2024-07-11,ke'bryan hayes,7.71,4,Underestimated
2024-07-11,oneil cruz,7.67,5,Underestimated
2024-07-12,weston wilson,15.87,1,Underestimated
2024-07-12,alek thomas,11.81,2,Underestimated
2024-07-12,andrés giménez,9.32,3,Underestimated
2024-07-12,jj bleday,8.78,4,Underestimated
2024-07-12,marcus semien,8.55,5,Underestimated
2024-07-13,alek thomas,11.91,1,Underestimated
2024-07-13,andrés giménez,9.14,2,Underestimated
2024-07-13,jj bleday,8.5,3,Underestimated
2024-07-13,dj lemahieu,7.75,4,Underestimated
2024-07-13,marcus semien,7.69,5,Underestimated
2024-07-14,weston wilson,13.65,1,Underestimated
2024-07-14,steward berroa,10.84,2,Underestimated
2024-07-14,andrés giménez,7.99,3,Underestimated
2024-07-14,manuel margot,7.85,4,Underestimated
2024-07-14,andrew knizner,7.18,5,Underestimated
2024-07-19,alek thomas,11.73,1,Underestimated
2024-07-19,brooks baldwin,9.59,2,Underestimated
2024-07-19,dj lemahieu,8.51,3,Underestimated
2024-07-19,andrés giménez,7.41,4,Underestimated
2024-07-19,tyler nevin,7.29,5,Underestimated
2024-07-20,dj lemahieu,9.52,1,Underestimated
2024-07-20,alek thomas,8.37,2,Underestimated
2024-07-20,tyler nevin,8.02,3,Underestimated
2024-07-20,manuel margot,7.51,4,Underestimated
2024-07-20,andrew knizner,7.21,5,Underestimated
2024-07-21,manuel margot,7.07,1,Underestimated
2024-07-21,brooks baldwin,6.92,2,Underestimated
2024-07-21,andrés giménez,6.74,3,Underestimated
2024-07-21,jj bleday,6.7,4,Underestimated
2024-07-21,salvador pérez,6.2,5,Underestimated
2024-07-22,nacho alvarez,14.67,1,Underestimated
2024-07-22,aledmys díaz,11.8,2,Underestimated
2024-07-22,dj lemahieu,8.67,3,Underestimated
2024-07-22,manuel margot,7.58,4,Underestimated
