game_date,batter,first_name,last_name,estimated_woba_using_speedangle,woba_value,woba_denom
2024-03-23,605141,Manny,Machado,0.249742176940476,0.260671624722704,4
2024-03-23,621043,Juan,Soto,0.38125657322224654,0.3226432125212449,3
2024-03-23,545361,Mike,Zunino,0.2952402086193883,0.27862714596944366,4
2024-03-23,543939,Kyle,Tucker,0.2449926845414757,0.24271188271187122,3
2024-03-24,660271,Shohei,Ohtani,0.4180797542519497,0.3945832706641273,2
2024-03-24,641343,Max,Muncy,0.2602742567326078,0.2680850503634565,1
2024-03-24,624413,Mookie,Betts,0.2945828395545764,0.31953377769424945,3
2024-03-24,665487,Trea,Turner,0.29669632714447575,0.29840845236657926,4
2024-03-24,514888,Mike,Trout,0.24746019681886114,0.26358260353324,3
2024-03-24,592450,Marcus,Semien,0.32367238750216415,0.3664282007335966,3
2024-03-24,605141,Manny,Machado,0.37091973465017775,0.3275640025008735,4
2024-03-24,621043,Juan,Soto,0.32108367666224347,0.3330741480586073,1
2024-03-24,545361,Mike,Zunino,0.330211983328997,0.32429731188107197,4
2024-03-24,543939,Kyle,Tucker,0.2142615616662506,0.27402007823701285,3
2024-03-25,660271,Shohei,Ohtani,0.3099671854955574,0.2738540517033196,2
2024-03-25,641343,Max,Muncy,0.363729657623879,0.3879838731359754,2
2024-03-25,624413,Mookie,Betts,0.37366605137240827,0.3118644476631596,1
2024-03-25,665487,Trea,Turner,0.39965984843830404,0.3794227396152196,2
2024-03-25,514888,Mike,Trout,0.3675535526258914,0.32340291344502214,1
2024-03-25,592450,Marcus,Semien,0.32676890392124347,0.33569879578840556,3
2024-03-25,605141,Manny,Machado,0.3467543286066929,0.35174850521165363,3
2024-03-25,621043,Juan,Soto,0.35875404658900506,0.3119778364952616,4
2024-03-25,545361,Mike,Zunino,0.30614468123378347,0.3217329269392908,2
2024-03-25,543939,Kyle,Tucker,0.34813733192472013,0.2863554261660069,4
2024-03-26,660271,Shohei,Ohtani,0.366952369765141,0.32793791693128954,2
2024-03-26,641343,Max,Muncy,0.25383004197385106,0.23142756371873532,4
2024-03-26,624413,Mookie,Betts,0.31675659130490424,0.33942520649601254,3
2024-03-26,665487,Trea,Turner,0.2261197096634289,0.24338374176160654,2
2024-03-26,514888,Mike,Trout,0.2752074821011329,0.24960231465085808,2
2024-03-26,592450,Marcus,Semien,0.23774397874453157,0.2696792482675698,2
2024-03-26,605141,Manny,Machado,0.37089639482386483,0.3741412501964232,1
2024-03-26,621043,Juan,Soto,0.38682823354145834,0.38251415200608124,2
2024-03-26,545361,Mike,Zunino,0.30324616209713595,0.30111383423591476,2
2024-03-26,543939,Kyle,Tucker,0.28502634915509417,0.3090197986561247,4
2024-03-27,660271,Shohei,Ohtani,0.28615408788719243,0.32079283574010997,1
2024-03-27,641343,Max,Muncy,0.37904037521516354,0.3875277227967678,4
2024-03-27,624413,Mookie,Betts,0.3413685987828686,0.3170219043412752,4
2024-03-27,665487,Trea,Turner,0.3343775744342459,0.32996345429380175,2
2024-03-27,514888,Mike,Trout,0.3490827288854964,0.3410363416993473,2
2024-03-27,592450,Marcus,Semien,0.24503581430442706,0.2691452484588205,4
2024-03-27,605141,Manny,Machado,0.19856799747020062,0.22213178481649237,3
2024-03-27,621043,Juan,Soto,0.29856915088268016,0.2962647907205749,3
2024-03-27,545361,Mike,Zunino,0.2718237159803178,0.25684360959145686,3
2024-03-27,543939,Kyle,Tucker,0.3487465104756635,0.33243949561804886,1
2024-03-28,660271,Shohei,Ohtani,0.4061899301580715,0.3606290858518842,3
2024-03-28,641343,Max,Muncy,0.4197441114795528,0.40239114235453605,3
2024-03-28,624413,Mookie,Betts,0.3546962228422162,0.32450408994715363,4
2024-03-28,665487,Trea,Turner,0.3969939501585387,0.3292508633099855,1
2024-03-28,514888,Mike,Trout,0.35263965442366657,0.33892495897152486,4
2024-03-28,592450,Marcus,Semien,0.30377638080242303,0.34436826669615517,3
2024-03-28,605141,Manny,Machado,0.3437067461283852,0.32492121767878207,4
2024-03-28,621043,Juan,Soto,0.3222026942231382,0.35037068276863714,1
2024-03-28,545361,Mike,Zunino,0.23155112095427627,0.23979057068593337,1
2024-03-28,543939,Kyle,Tucker,0.24826141924333073,0.2695090124285058,4
2024-03-29,660271,Shohei,Ohtani,0.32210577065592,0.3375191752623537,1
2024-03-29,641343,Max,Muncy,0.3066799745702283,0.28171560599282675,1
2024-03-29,624413,Mookie,Betts,0.298734526290649,0.29872510946103176,2
2024-03-29,665487,Trea,Turner,0.29532315574130347,0.3606163495096066,3
2024-03-29,514888,Mike,Trout,0.34970111189977376,0.3779375431083623,3
2024-03-29,592450,Marcus,Semien,0.2487603074065898,0.23212184808924277,3
2024-03-29,605141,Manny,Machado,0.24505332350663808,0.2575640687442842,1
2024-03-29,621043,Juan,Soto,0.2998295414316059,0.2983573452742166,4
2024-03-29,545361,Mike,Zunino,0.27041595777835503,0.29423342851209544,1
2024-03-29,543939,Kyle,Tucker,0.3146618312908728,0.29435011054645427,2
2024-03-30,660271,Shohei,Ohtani,0.24104456089298154,0.2952928934686079,3
2024-03-30,641343,Max,Muncy,0.28950044655239404,0.29669746036692063,2
2024-03-30,624413,Mookie,Betts,0.3937372801518929,0.35167672971648967,4
2024-03-30,665487,Trea,Turner,0.29618871469665947,0.2897737035922043,2
2024-03-30,514888,Mike,Trout,0.33762462767468854,0.37971252399650046,4
2024-03-30,592450,Marcus,Semien,0.1988574476794036,0.2420669779516502,2
2024-03-30,605141,Manny,Machado,0.26415538605640726,0.24385871972891493,3
2024-03-30,621043,Juan,Soto,0.2788329392928917,0.268552414052455,1
2024-03-30,545361,Mike,Zunino,0.25413488874590023,0.2405466060190948,1
2024-03-30,543939,Kyle,Tucker,0.45711672744796855,0.43555084412729045,1
2024-03-31,660271,Shohei,Ohtani,0.20326819882466488,0.27300814891106473,3
2024-03-31,641343,Max,Muncy,0.29111590074534843,0.234995355686963,2
2024-03-31,624413,Mookie,Betts,0.37720440795428617,0.37331322899715075,1
2024-03-31,665487,Trea,Turner,0.35470123069858406,0.3745379163181383,2
2024-03-31,514888,Mike,Trout,0.3551095537533289,0.33427355016355914,3
2024-03-31,592450,Marcus,Semien,0.363809815634592,0.33825543109722056,3
2024-03-31,605141,Manny,Machado,0.37353312645562153,0.3484960965066963,1
2024-03-31,621043,Juan,Soto,0.39066865632369707,0.38395270425366534,2
2024-03-31,545361,Mike,Zunino,0.3153706918759028,0.38398015157440973,1
2024-03-31,543939,Kyle,Tucker,0.23755268984872333,0.22765301408009705,1
2024-04-01,660271,Shohei,Ohtani,0.3539784870862801,0.3616820394768614,3
2024-04-01,641343,Max,Muncy,0.4107217122622774,0.41550054859642455,3
2024-04-01,624413,Mookie,Betts,0.3879255031111932,0.33810634003697937,2
2024-04-01,665487,Trea,Turner,0.38043853029961716,0.3452802637603881,4
2024-04-01,514888,Mike,Trout,0.34165597483339705,0.33505152703727636,2
2024-04-01,592450,Marcus,Semien,0.3138509961969199,0.3372371083744155,1
2024-04-01,605141,Manny,Machado,0.28997110622907313,0.27102969058637705,2
2024-04-01,621043,Juan,Soto,0.34014774344047527,0.36972312105272276,3
2024-04-01,545361,Mike,Zunino,0.28316750456687595,0.30158014142710976,4
2024-04-01,543939,Kyle,Tucker,0.39747440780847243,0.3495379409065401,4
2024-04-02,660271,Shohei,Ohtani,0.20236309693997162,0.24589450094069706,3
2024-04-02,641343,Max,Muncy,0.24407388949473222,0.252784457473136,4
2024-04-02,624413,Mookie,Betts,0.3459729927845885,0.3595393309054741,4
2024-04-02,665487,Trea,Turner,0.2786568883978468,0.2756616656054851,4
2024-04-02,514888,Mike,Trout,0.41316469177737,0.4027830227481898,4
2024-04-02,592450,Marcus,Semien,0.3856064151108382,0.3506691388393752,2
2024-04-02,605141,Manny,Machado,0.2467241688856974,0.24947237681039916,2
2024-04-02,621043,Juan,Soto,0.4059426548290136,0.3761026248630474,4
2024-04-02,545361,Mike,Zunino,0.3961781643368762,0.38565710395772035,2
2024-04-02,543939,Kyle,Tucker,0.22506556164265215,0.2635938966637153,4
2024-04-03,660271,Shohei,Ohtani,0.3634510974533962,0.35625294999486956,3
2024-04-03,641343,Max,Muncy,0.31727882869074453,0.30348761190567347,1
2024-04-03,624413,Mookie,Betts,0.35106843687128403,0.34052578880251044,4
2024-04-03,665487,Trea,Turner,0.37785233139875246,0.3791897452301984,2
2024-04-03,514888,Mike,Trout,0.26618213206043384,0.27525850184309525,4
2024-04-03,592450,Marcus,Semien,0.3220987376462433,0.32582891156572574,3
2024-04-03,605141,Manny,Machado,0.34342247559249117,0.3537707932611094,2
2024-04-03,621043,Juan,Soto,0.28866330949354424,0.30441611825391796,4
2024-04-03,545361,Mike,Zunino,0.22793072225009864,0.2327787106708755,3
2024-04-03,543939,Kyle,Tucker,0.29055373890814434,0.3174909461867544,3
2024-04-04,660271,Shohei,Ohtani,0.25711856731072985,0.28032683548855847,3
2024-04-04,641343,Max,Muncy,0.27085372713038647,0.2766202661959886,3
2024-04-04,624413,Mookie,Betts,0.3831409106855836,0.33229571994045726,1
2024-04-04,665487,Trea,Turner,0.2923279956225864,0.27119294791584025,3
2024-04-04,514888,Mike,Trout,0.334625129578544,0.3537958550921456,1
2024-04-04,592450,Marcus,Semien,0.3965332640240633,0.38873279893743007,4
2024-04-04,605141,Manny,Machado,0.36166208047999193,0.32940591380171114,1
2024-04-04,621043,Juan,Soto,0.2893783565687767,0.3604006432249764,2
2024-04-04,545361,Mike,Zunino,0.19368573992242805,0.2064138460318434,4
2024-04-04,543939,Kyle,Tucker,0.32236205443843136,0.3398513907837957,4
2024-04-05,660271,Shohei,Ohtani,0.36896716470670793,0.35556363200333746,2
2024-04-05,641343,Max,Muncy,0.35022361369456617,0.3513377349684673,1
2024-04-05,624413,Mookie,Betts,0.3466881955488255,0.3738876470438466,3
2024-04-05,665487,Trea,Turner,0.4095739485075439,0.39511654855215345,2
2024-04-05,514888,Mike,Trout,0.3078046003893239,0.33399480139472854,1
2024-04-05,592450,Marcus,Semien,0.37793892993904443,0.38549581163026514,4
2024-04-05,605141,Manny,Machado,0.328403743305414,0.300464648741251,2
2024-04-05,621043,Juan,Soto,0.3836761098153292,0.3813728331895745,2
2024-04-05,545361,Mike,Zunino,0.3023078771502521,0.3186462133165581,3
2024-04-05,543939,Kyle,Tucker,0.272431624128927,0.25352076518257516,3
2024-04-06,660271,Shohei,Ohtani,0.3332661230398413,0.38216735696648496,2
2024-04-06,641343,Max,Muncy,0.2876537266275414,0.298076136918366,3
2024-04-06,624413,Mookie,Betts,0.31767811405288104,0.2989074721244953,4
2024-04-06,665487,Trea,Turner,0.2910779803790678,0.30254693322488385,2
2024-04-06,514888,Mike,Trout,0.3281285242551119,0.3100940393398365,3
2024-04-06,592450,Marcus,Semien,0.2154394371902149,0.20789643830929813,3
2024-04-06,605141,Manny,Machado,0.2585957690199648,0.27368162780005456,4
2024-04-06,621043,Juan,Soto,0.41035234702943835,0.3889745202050108,4
2024-04-06,545361,Mike,Zunino,0.3562808776332975,0.32992304764253944,4
2024-04-06,543939,Kyle,Tucker,0.35061087430594634,0.3184312100430811,3
2024-04-07,660271,Shohei,Ohtani,0.3217404297073248,0.32633321880092453,3
2024-04-07,641343,Max,Muncy,0.2298130544105017,0.22278784339321273,2
2024-04-07,624413,Mookie,Betts,0.2654764610215403,0.2780863037557651,2
2024-04-07,665487,Trea,Turner,0.32023279186188286,0.3053653433397589,1
2024-04-07,514888,Mike,Trout,0.2817072719707296,0.29598679838355574,4
2024-04-07,592450,Marcus,Semien,0.3660651985959392,0.3437046695883599,3
2024-04-07,605141,Manny,Machado,0.32390507688115056,0.3356574431614911,2
2024-04-07,621043,Juan,Soto,0.37779387184875907,0.3579016669927426,1
2024-04-07,545361,Mike,Zunino,0.27670952958595363,0.27467093793633196,2
2024-04-07,543939,Kyle,Tucker,0.31233739760230245,0.2902996224208717,3
2024-04-08,660271,Shohei,Ohtani,0.34296117515992225,0.386027599807103,4
2024-04-08,641343,Max,Muncy,0.2768866465159109,0.26295233708423266,3
2024-04-08,624413,Mookie,Betts,0.3553222923859662,0.34313952036300926,1
2024-04-08,665487,Trea,Turner,0.3561415846144121,0.3787315318616307,2
2024-04-08,514888,Mike,Trout,0.2618899177939348,0.2634447380274923,3
2024-04-08,592450,Marcus,Semien,0.4288903661316515,0.4262240420908314,4
2024-04-08,605141,Manny,Machado,0.3128689058104122,0.2941871557428987,3
2024-04-08,621043,Juan,Soto,0.22450726726318876,0.23253113758839986,2
2024-04-08,545361,Mike,Zunino,0.24619744042689193,0.2891097317826448,2
2024-04-08,543939,Kyle,Tucker,0.2858560702632584,0.3036177185889786,2
2024-04-09,660271,Shohei,Ohtani,0.2647400256892622,0.21307497355759417,2
2024-04-09,641343,Max,Muncy,0.3061385169232157,0.32973692387699277,1
2024-04-09,624413,Mookie,Betts,0.3045834004950032,0.28320617265241943,4
2024-04-09,665487,Trea,Turner,0.2912869957688088,0.3267558188942278,4
2024-04-09,514888,Mike,Trout,0.31352426091011054,0.30229792351023377,4
2024-04-09,592450,Marcus,Semien,0.26000060528996705,0.2549016949563953,2
2024-04-09,605141,Manny,Machado,0.32121482534371426,0.3450338085203927,1
2024-04-09,621043,Juan,Soto,0.2212340085861231,0.24671303536564027,4
2024-04-09,545361,Mike,Zunino,0.23346999461268414,0.24283921924644325,1
2024-04-09,543939,Kyle,Tucker,0.2733882837164246,0.2678008896259305,1
2024-04-10,660271,Shohei,Ohtani,0.34891498488741257,0.3453072391927477,2
2024-04-10,641343,Max,Muncy,0.36782376574180903,0.3439030300377458,2
2024-04-10,624413,Mookie,Betts,0.35399650936608645,0.34826074922681455,4
2024-04-10,665487,Trea,Turner,0.26008409712174524,0.2678000204576439,1
2024-04-10,514888,Mike,Trout,0.3383882719170653,0.3163803880558516,1
2024-04-10,592450,Marcus,Semien,0.393646199604103,0.40190491997364636,4
2024-04-10,605141,Manny,Machado,0.32997247524232387,0.32076683017907925,2
2024-04-10,621043,Juan,Soto,0.2717444818406037,0.31937362138954456,4
2024-04-10,545361,Mike,Zunino,0.3088902028442309,0.3069965071205115,1
2024-04-10,543939,Kyle,Tucker,0.3011903360824691,0.32404844744786837,1
2024-04-11,660271,Shohei,Ohtani,0.27274967197261474,0.2538904235592726,1
2024-04-11,641343,Max,Muncy,0.2849455365740235,0.3033411752632203,1
2024-04-11,624413,Mookie,Betts,0.26301996363897734,0.25393922275180336,4
2024-04-11,665487,Trea,Turner,0.3086401483948024,0.3341621341211431,4
2024-04-11,514888,Mike,Trout,0.2650517903119015,0.256329309883503,1
2024-04-11,592450,Marcus,Semien,0.346432960227579,0.35288402091672083,4
2024-04-11,605141,Manny,Machado,0.3144832673656645,0.2800399147882957,3
2024-04-11,621043,Juan,Soto,0.32229506484450804,0.3126280947415588,2
2024-04-11,545361,Mike,Zunino,0.2798397267878134,0.30342123188088416,4
2024-04-11,543939,Kyle,Tucker,0.33280181491680255,0.3169062561426699,3
2024-04-12,660271,Shohei,Ohtani,0.3431095181746852,0.3418819740594001,1
2024-04-12,641343,Max,Muncy,0.2752260926352691,0.29732566610629313,3
2024-04-12,624413,Mookie,Betts,0.3599760533421803,0.31975554527119865,4
2024-04-12,665487,Trea,Turner,0.3698483665999363,0.38042221648550417,2
2024-04-12,514888,Mike,Trout,0.37123794685615347,0.33767552066087864,4
2024-04-12,592450,Marcus,Semien,0.2315067229749954,0.26517819944800775,2
2024-04-12,605141,Manny,Machado,0.3159863186289628,0.2993250216537673,4
2024-04-12,621043,Juan,Soto,0.3854207205618266,0.34429358538974514,2
2024-04-12,545361,Mike,Zunino,0.3054693076202429,0.36669876604480806,3
2024-04-12,543939,Kyle,Tucker,0.3994989980673065,0.34288370201010726,3
2024-04-13,660271,Shohei,Ohtani,0.35270338889328434,0.33668396179242643,2
2024-04-13,641343,Max,Muncy,0.3262916642621786,0.3529072249478844,3
2024-04-13,624413,Mookie,Betts,0.30598718325215846,0.29005958343001387,2
2024-04-13,665487,Trea,Turner,0.3561191166774172,0.36616997760238496,2
2024-04-13,514888,Mike,Trout,0.34846485504971403,0.34498536674621555,1
2024-04-13,592450,Marcus,Semien,0.3312721642951917,0.3109752995650215,1
2024-04-13,605141,Manny,Machado,0.29991393613820844,0.2870101856184505,1
2024-04-13,621043,Juan,Soto,0.4366149627152586,0.45204465482865946,4
2024-04-13,545361,Mike,Zunino,0.4055551003998561,0.3912024920466184,2
2024-04-13,543939,Kyle,Tucker,0.2856162107796466,0.26560120557617484,1
2024-04-14,660271,Shohei,Ohtani,0.31754565852047273,0.3240461884906785,1
2024-04-14,641343,Max,Muncy,0.23293758019903002,0.2627431403252849,2
2024-04-14,624413,Mookie,Betts,0.43983315679266816,0.39198207479027347,2
2024-04-14,665487,Trea,Turner,0.18016051225271745,0.23459687177311947,3
2024-04-14,514888,Mike,Trout,0.3000520350771506,0.28487172195688165,1
2024-04-14,592450,Marcus,Semien,0.33617495119454216,0.34221545256673747,3
2024-04-14,605141,Manny,Machado,0.2915771699435471,0.34484300998257356,2
2024-04-14,621043,Juan,Soto,0.4651744039274185,0.3676456781557803,1
2024-04-14,545361,Mike,Zunino,0.32139951441564746,0.319731892470327,3
2024-04-14,543939,Kyle,Tucker,0.3120295233650207,0.3286096285583914,4
2024-04-15,660271,Shohei,Ohtani,0.36572858389510093,0.36727885267702287,3
2024-04-15,641343,Max,Muncy,0.3565497805642087,0.37241264385094375,1
2024-04-15,624413,Mookie,Betts,0.27766812279632325,0.23715460034587016,4
2024-04-15,665487,Trea,Turner,0.3542314247401332,0.35599590699095274,2
2024-04-15,514888,Mike,Trout,0.39568439984229276,0.37870278769220145,3
2024-04-15,592450,Marcus,Semien,0.32545880128866617,0.3311592545638989,4
2024-04-15,605141,Manny,Machado,0.28184264302635176,0.29435903157037313,1
2024-04-15,621043,Juan,Soto,0.33059875055749216,0.31463592238717425,2
2024-04-15,545361,Mike,Zunino,0.29897723508648655,0.3132113074966332,1
2024-04-15,543939,Kyle,Tucker,0.2695698835438515,0.3091408972942026,1
2024-04-16,660271,Shohei,Ohtani,0.40299813235673937,0.40842209316106715,4
2024-04-16,641343,Max,Muncy,0.3207618719572816,0.3265904980151563,1
2024-04-16,624413,Mookie,Betts,0.37678699571176627,0.38141833917072165,1
2024-04-16,665487,Trea,Turner,0.33046479639384396,0.28001003026085214,2
2024-04-16,514888,Mike,Trout,0.3310927012126287,0.35912143219615644,1
2024-04-16,592450,Marcus,Semien,0.3257841239682281,0.35422118977414935,1
2024-04-16,605141,Manny,Machado,0.39353961373496754,0.37539366112793787,3
2024-04-16,621043,Juan,Soto,0.2747108591998555,0.3240588023919345,2
2024-04-16,545361,Mike,Zunino,0.32073098254739624,0.34948060824250265,3
2024-04-16,543939,Kyle,Tucker,0.4169296658806781,0.37392981538257114,2
2024-04-17,660271,Shohei,Ohtani,0.2668611519106619,0.2657531091767657,3
2024-04-17,641343,Max,Muncy,0.26551642475057285,0.31438220815496204,1
2024-04-17,624413,Mookie,Betts,0.25997080853814075,0.2903218314945915,4
2024-04-17,665487,Trea,Turner,0.39665577868636004,0.3536900910923841,1
2024-04-17,514888,Mike,Trout,0.23730632414483369,0.255574863565707,4
2024-04-17,592450,Marcus,Semien,0.33866804260618943,0.35972470817375873,4
2024-04-17,605141,Manny,Machado,0.258721150383317,0.28585583104716394,4
2024-04-17,621043,Juan,Soto,0.35209596107468144,0.3452654651040328,2
2024-04-17,545361,Mike,Zunino,0.3455215840643631,0.3220809342424623,2
2024-04-17,543939,Kyle,Tucker,0.37677299796866454,0.31584207747021253,1
2024-04-18,660271,Shohei,Ohtani,0.39868725365955515,0.3823019616372865,2
2024-04-18,641343,Max,Muncy,0.28012876128352265,0.3187257010265225,1
2024-04-18,624413,Mookie,Betts,0.30857279539539173,0.2855230210417562,3
2024-04-18,665487,Trea,Turner,0.28233712885663753,0.3006598304715106,3
2024-04-18,514888,Mike,Trout,0.31672069259972246,0.3026194561961113,1
2024-04-18,592450,Marcus,Semien,0.22733631346208247,0.259781979432596,2
2024-04-18,605141,Manny,Machado,0.36463689875019895,0.35490881464344876,4
2024-04-18,621043,Juan,Soto,0.3065934783839761,0.3549934286402984,4
2024-04-18,545361,Mike,Zunino,0.23326122239945357,0.24906781176892898,1
2024-04-18,543939,Kyle,Tucker,0.3707559993214245,0.39438089015421407,4
2024-04-19,660271,Shohei,Ohtani,0.3602926210774697,0.38402590364972006,4
2024-04-19,641343,Max,Muncy,0.3527895240251413,0.3100544276046876,4
2024-04-19,624413,Mookie,Betts,0.3448712838518465,0.3606795573460399,1
2024-04-19,665487,Trea,Turner,0.2937013226025776,0.28767100377209665,2
2024-04-19,514888,Mike,Trout,0.41452362109814905,0.3991885903302765,2
2024-04-19,592450,Marcus,Semien,0.44797623338742787,0.4535914472468249,2
2024-04-19,605141,Manny,Machado,0.3147041096495178,0.3319597442969129,1
2024-04-19,621043,Juan,Soto,0.24367630026812737,0.2736996283332603,4
2024-04-19,545361,Mike,Zunino,0.3688168685834496,0.37549580801616605,2
2024-04-19,543939,Kyle,Tucker,0.26876671679742625,0.27328413427239745,2
2024-04-20,660271,Shohei,Ohtani,0.26837641838548165,0.25956618627452066,1
2024-04-20,641343,Max,Muncy,0.354099487274725,0.36673789174972854,3
2024-04-20,624413,Mookie,Betts,0.3383185857151287,0.3028898975559574,4
2024-04-20,665487,Trea,Turner,0.3313608698212357,0.3224397748292766,2
2024-04-20,514888,Mike,Trout,0.3659899589298533,0.3861819751533785,3
2024-04-20,592450,Marcus,Semien,0.2972105669266183,0.27592036930060837,2
2024-04-20,605141,Manny,Machado,0.16051329808411305,0.20203311741585056,3
2024-04-20,621043,Juan,Soto,0.23555370550397225,0.28099324416501265,4
2024-04-20,545361,Mike,Zunino,0.29987874952948984,0.295427413968338,4
2024-04-20,543939,Kyle,Tucker,0.31690120575458064,0.30570649903523234,3
2024-04-21,660271,Shohei,Ohtani,0.2386134600895316,0.2505902964382079,3
2024-04-21,641343,Max,Muncy,0.37059704560840545,0.408362585415876,4
2024-04-21,624413,Mookie,Betts,0.45646638868640727,0.43977439778948596,4
2024-04-21,665487,Trea,Turner,0.2919239936769868,0.27620468763156536,3
2024-04-21,514888,Mike,Trout,0.4175260407441535,0.4101332488785081,2
2024-04-21,592450,Marcus,Semien,0.3131467833727028,0.3228527595055835,2
2024-04-21,605141,Manny,Machado,0.2639912774355412,0.2570771636664715,4
2024-04-21,621043,Juan,Soto,0.3109988456691162,0.32782651798561213,3
2024-04-21,545361,Mike,Zunino,0.2205614611688254,0.20748104173956383,1
2024-04-21,543939,Kyle,Tucker,0.28067012099398697,0.29086207929436314,1
2024-04-22,660271,Shohei,Ohtani,0.32535866271261255,0.2816635560323341,2
2024-04-22,641343,Max,Muncy,0.19562483734802097,0.2382135379501878,3
2024-04-22,624413,Mookie,Betts,0.32367771554471025,0.3179107589225453,1
2024-04-22,665487,Trea,Turner,0.31251097031449565,0.29159079247515884,4
2024-04-22,514888,Mike,Trout,0.3610729651820711,0.36357228257329305,2
2024-04-22,592450,Marcus,Semien,0.2974276923724321,0.273123770270527,3
2024-04-22,605141,Manny,Machado,0.29497098561717416,0.3214432797323858,2
2024-04-22,621043,Juan,Soto,0.3176938368032918,0.3158844401161463,1
2024-04-22,545361,Mike,Zunino,0.3127567958735449,0.35230699070097415,2
2024-04-22,543939,Kyle,Tucker,0.36175509590946053,0.35565571032131765,1
2024-04-23,660271,Shohei,Ohtani,0.3560037489217507,0.3104423358313182,4
2024-04-23,641343,Max,Muncy,0.3540868924773818,0.35912256729369024,2
2024-04-23,624413,Mookie,Betts,0.35855383893870096,0.3255704725463784,4
2024-04-23,665487,Trea,Turner,0.33557752782835665,0.34609167635066845,3
2024-04-23,514888,Mike,Trout,0.3118576731859503,0.25512092013080945,2
2024-04-23,592450,Marcus,Semien,0.23925933468843227,0.2673870791202749,2
2024-04-23,605141,Manny,Machado,0.3291837162233111,0.3260305320923224,1
2024-04-23,621043,Juan,Soto,0.3565369306417018,0.36605817778436506,1
2024-04-23,545361,Mike,Zunino,0.3069019939556526,0.27792051188393924,3
2024-04-23,543939,Kyle,Tucker,0.28169712275105113,0.28223322660428024,3
2024-04-24,660271,Shohei,Ohtani,0.1782427436096738,0.17723548823938853,2
2024-04-24,641343,Max,Muncy,0.3059361802776311,0.31258465389497986,1
2024-04-24,624413,Mookie,Betts,0.4070044070456949,0.39831998711224137,4
2024-04-24,665487,Trea,Turner,0.21998365125262767,0.2744681749141915,4
2024-04-24,514888,Mike,Trout,0.3353717994073534,0.3526071864532733,4
2024-04-24,592450,Marcus,Semien,0.36030257150683054,0.35786575343184,2
2024-04-24,605141,Manny,Machado,0.3553020155925319,0.2970900898798395,1
2024-04-24,621043,Juan,Soto,0.4028475566156797,0.364988788774549,4
2024-04-24,545361,Mike,Zunino,0.38435503476577265,0.37370642031920964,2
